deployment_id,species,yday,time_in_fov_s,image_time_s,duration_days,distance,effort,density_km2,density_image_time_km2
SUN_PRAIRIE_10_R1,American bison,143,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,144,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,145,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,146,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,147,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,148,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,149,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,150,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,151,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,152,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,153,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,154,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,155,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,156,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,157,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,158,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,159,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,160,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,161,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,162,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,163,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,164,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,165,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,166,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,167,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,168,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,American bison,169,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,143,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,144,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,145,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,146,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,147,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,148,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,149,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,150,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,151,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,152,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,153,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,154,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,155,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,156,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,157,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,158,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,159,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,160,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,161,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,162,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,163,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,164,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,165,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,166,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,167,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,168,0,0,1,7,0.16120733636045625,0,0
SUN_PRAIRIE_10_R1,Coyote,169,0,0,1,7,0.16120733636045625,0,0
