area,species,occupied,n_deployments,prop_occupied,density_avg,density_lci_0.9,density_uci_0.9
American Prairie Reserve,American bison,70,81,0.8641975308641975,14.023725220732207,8.92235826932847,20.426184737158028
American Prairie Reserve,Coyote,30,81,0.37037037037037035,0.02175235993477201,0.01356555340059983,0.03253556398214999
American Prairie Reserve,Mule deer,60,81,0.7407407407407407,1.40350331398548,0.907245076818941,2.0520683883548507
American Prairie Reserve,Pronghorn,30,81,0.37037037037037035,0.0793273857742671,0.04211786841558884,0.13208116305899006
American Prairie Reserve,White-tailed deer,12,81,0.14814814814814814,0.07732516930630509,0.028144846304267362,0.15623861556052582
