deployment_id,species,time_in_fov_s,image_time_s,duration_days,distance,effort,density_km2,density_image_time_km2
SUN_PRAIRIE_104_R3,Pronghorn,0,0,20.83571759,14,13.435482135370421,0,0
SUN_PRAIRIE_104_R3,White-tailed deer,0,0,20.83571759,14,13.435482135370421,0,0
SUN_PRAIRIE_104_R4,American bison,126.51054265118141,86,0.013090278,14,0.008440995394391521,1734.6797662855884,1179.2097067506133
SUN_PRAIRIE_104_R4,Coyote,0,0,0.013090278,14,0.008440995394391521,0,0
SUN_PRAIRIE_104_R4,Mule deer,0,0,0.013090278,14,0.008440995394391521,0,0
SUN_PRAIRIE_104_R4,Pronghorn,0,0,0.013090278,14,0.008440995394391521,0,0
SUN_PRAIRIE_104_R4,White-tailed deer,0,0,0.013090278,14,0.008440995394391521,0,0
SUN_PRAIRIE_104_R5,American bison,267.20217060472567,246,22.07222222,14,14.232816606569106,2.1728782157602495,2.0004629448454336
SUN_PRAIRIE_104_R5,Coyote,0,0,22.07222222,14,14.232816606569106,0,0
SUN_PRAIRIE_104_R5,Mule deer,43.89550602849835,44,22.07222222,14,14.232816606569106,0.35695663924898496,0.357806380378858
SUN_PRAIRIE_104_R5,Pronghorn,0,0,22.07222222,14,14.232816606569106,0,0
SUN_PRAIRIE_104_R5,White-tailed deer,0,0,22.07222222,14,14.232816606569106,0,0
SUN_PRAIRIE_105_R1,American bison,33.82108530236283,44,29.94638889,17,28.472855561614168,0.13748102845113214,0.17885781008414903
SUN_PRAIRIE_105_R1,Coyote,4.041758241758242,4,29.94638889,17,28.472855561614168,0.016429546091146354,0.016259800916740817
SUN_PRAIRIE_105_R1,Mule deer,0,0,29.94638889,17,28.472855561614168,0,0
SUN_PRAIRIE_105_R1,Pronghorn,0,0,29.94638889,17,28.472855561614168,0,0
SUN_PRAIRIE_105_R1,White-tailed deer,0,0,29.94638889,17,28.472855561614168,0,0
SUN_PRAIRIE_105_R2,American bison,0,0,34.00171296,14,21.925302311897617,0,0
SUN_PRAIRIE_105_R2,Coyote,0,0,34.00171296,14,21.925302311897617,0,0
SUN_PRAIRIE_105_R2,Mule deer,0,0,34.00171296,14,21.925302311897617,0,0
SUN_PRAIRIE_105_R2,Pronghorn,0,0,34.00171296,14,21.925302311897617,0,0
SUN_PRAIRIE_105_R2,White-tailed deer,0,0,34.00171296,14,21.925302311897617,0,0
SUN_PRAIRIE_105_R3,American bison,0,0,26.96376157,14,17.387024723832535,0,0
SUN_PRAIRIE_105_R3,Coyote,0,0,26.96376157,14,17.387024723832535,0,0
SUN_PRAIRIE_105_R3,Mule deer,0,0,26.96376157,14,17.387024723832535,0,0
SUN_PRAIRIE_105_R3,Pronghorn,0,0,26.96376157,14,17.387024723832535,0,0
SUN_PRAIRIE_105_R3,White-tailed deer,0,0,26.96376157,14,17.387024723832535,0,0
SUN_PRAIRIE_105_R4,American bison,0,0,34.06239583,14,21.964432407239247,0,0
SUN_PRAIRIE_105_R4,Coyote,0,0,34.06239583,14,21.964432407239247,0,0
SUN_PRAIRIE_105_R4,Mule deer,0,0,34.06239583,14,21.964432407239247,0,0
SUN_PRAIRIE_105_R4,Pronghorn,0,0,34.06239583,14,21.964432407239247,0,0
SUN_PRAIRIE_105_R4,White-tailed deer,0,0,34.06239583,14,21.964432407239247,0,0
SUN_PRAIRIE_105_R5,American bison,174.47317979353002,172,19.18077546,14,12.36832688493842,1.6326909255031505,1.6095473213640348
SUN_PRAIRIE_105_R5,Coyote,0,0,19.18077546,14,12.36832688493842,0,0
SUN_PRAIRIE_105_R5,Mule deer,0,0,19.18077546,14,12.36832688493842,0,0
SUN_PRAIRIE_105_R5,Pronghorn,0,0,19.18077546,14,12.36832688493842,0,0
SUN_PRAIRIE_105_R5,White-tailed deer,0,0,19.18077546,14,12.36832688493842,0,0
SUN_PRAIRIE_106_R1,American bison,78.33318607328795,78,29.97859954,9,7.988864990866861,1.1348722241606999,1.1300451050429114
SUN_PRAIRIE_106_R1,Coyote,0,0,29.97859954,9,7.988864990866861,0,0
SUN_PRAIRIE_106_R1,Mule deer,0,0,29.97859954,9,7.988864990866861,0,0
SUN_PRAIRIE_106_R1,Pronghorn,0,0,29.97859954,9,7.988864990866861,0,0
SUN_PRAIRIE_106_R1,White-tailed deer,50.39163476372779,52,29.97859954,9,7.988864990866861,0.7300617974341126,0.7533634033619406
SUN_PRAIRIE_106_R2,American bison,0,0,26.48346065,14,17.07731259597383,0,0
SUN_PRAIRIE_106_R2,Coyote,0,0,26.48346065,14,17.07731259597383,0,0
SUN_PRAIRIE_106_R2,Mule deer,0,0,26.48346065,14,17.07731259597383,0,0
SUN_PRAIRIE_106_R2,Pronghorn,0,0,26.48346065,14,17.07731259597383,0,0
SUN_PRAIRIE_106_R2,White-tailed deer,0,0,26.48346065,14,17.07731259597383,0,0
SUN_PRAIRIE_106_R3,American bison,0,0,0.850914352,14,0.5486945446272147,0,0
SUN_PRAIRIE_106_R3,Coyote,0,0,0.850914352,14,0.5486945446272147,0,0
SUN_PRAIRIE_106_R3,Mule deer,0,0,0.850914352,14,0.5486945446272147,0,0
SUN_PRAIRIE_106_R3,Pronghorn,0,0,0.850914352,14,0.5486945446272147,0,0
SUN_PRAIRIE_106_R3,White-tailed deer,0,0,0.850914352,14,0.5486945446272147,0,0
SUN_PRAIRIE_106_R4,American bison,921.0079005286344,1412,12.5965625,14,8.122633151692037,13.123593623461007,20.11982110651919
SUN_PRAIRIE_106_R4,Coyote,0,0,12.5965625,14,8.122633151692037,0,0
SUN_PRAIRIE_106_R4,Mule deer,0,0,12.5965625,14,8.122633151692037,0,0
SUN_PRAIRIE_106_R4,Pronghorn,0,0,12.5965625,14,8.122633151692037,0,0
SUN_PRAIRIE_106_R4,White-tailed deer,0,0,12.5965625,14,8.122633151692037,0,0
SUN_PRAIRIE_106_R5,American bison,68.33162795354426,72,19.16335648,14,12.357094615466757,0.6400172112840286,0.6743764284933869
SUN_PRAIRIE_106_R5,Coyote,0,0,19.16335648,14,12.357094615466757,0,0
SUN_PRAIRIE_106_R5,Mule deer,0,0,19.16335648,14,12.357094615466757,0,0
SUN_PRAIRIE_106_R5,Pronghorn,0,0,19.16335648,14,12.357094615466757,0,0
