deployment_id,species,week,n_images
SUN_PRAIRIE_111_R2,Coyote,28,0
SUN_PRAIRIE_111_R2,Mule deer,28,0
SUN_PRAIRIE_111_R2,Pronghorn,28,0
SUN_PRAIRIE_111_R2,White-tailed deer,28,0
SUN_PRAIRIE_111_R2,American bison,29,0
SUN_PRAIRIE_111_R2,Coyote,29,0
SUN_PRAIRIE_111_R2,Mule deer,29,0
SUN_PRAIRIE_111_R2,Pronghorn,29,0
SUN_PRAIRIE_111_R2,White-tailed deer,29,0
SUN_PRAIRIE_111_R2,American bison,30,0
SUN_PRAIRIE_111_R2,Coyote,30,0
SUN_PRAIRIE_111_R2,Mule deer,30,0
SUN_PRAIRIE_111_R2,Pronghorn,30,0
SUN_PRAIRIE_111_R2,White-tailed deer,30,0
SUN_PRAIRIE_111_R3,American bison,30,16
SUN_PRAIRIE_111_R3,Coyote,30,0
SUN_PRAIRIE_111_R3,Mule deer,30,0
SUN_PRAIRIE_111_R3,Pronghorn,30,0
SUN_PRAIRIE_111_R3,White-tailed deer,30,0
SUN_PRAIRIE_111_R3,American bison,31,0
SUN_PRAIRIE_111_R3,Coyote,31,0
SUN_PRAIRIE_111_R3,Mule deer,31,0
SUN_PRAIRIE_111_R3,Pronghorn,31,26
SUN_PRAIRIE_111_R3,White-tailed deer,31,0
SUN_PRAIRIE_111_R3,American bison,32,0
SUN_PRAIRIE_111_R3,Coyote,32,0
SUN_PRAIRIE_111_R3,Mule deer,32,0
SUN_PRAIRIE_111_R3,Pronghorn,32,0
SUN_PRAIRIE_111_R3,White-tailed deer,32,0
SUN_PRAIRIE_111_R3,American bison,33,0
SUN_PRAIRIE_111_R3,Coyote,33,0
SUN_PRAIRIE_111_R3,Mule deer,33,0
SUN_PRAIRIE_111_R3,Pronghorn,33,0
SUN_PRAIRIE_111_R3,White-tailed deer,33,0
SUN_PRAIRIE_111_R3,American bison,34,0
SUN_PRAIRIE_111_R3,Coyote,34,0
SUN_PRAIRIE_111_R3,Mule deer,34,0
SUN_PRAIRIE_111_R3,Pronghorn,34,0
SUN_PRAIRIE_111_R3,White-tailed deer,34,0
SUN_PRAIRIE_111_R4,American bison,34,0
SUN_PRAIRIE_111_R4,Coyote,34,0
SUN_PRAIRIE_111_R4,Mule deer,34,0
SUN_PRAIRIE_111_R4,Pronghorn,34,0
SUN_PRAIRIE_111_R4,White-tailed deer,34,0
SUN_PRAIRIE_111_R4,American bison,35,0
SUN_PRAIRIE_111_R4,Coyote,35,0
SUN_PRAIRIE_111_R4,Mule deer,35,0
SUN_PRAIRIE_111_R4,Pronghorn,35,0
SUN_PRAIRIE_111_R4,White-tailed deer,35,0
SUN_PRAIRIE_111_R4,American bison,36,0
SUN_PRAIRIE_111_R4,Coyote,36,0
SUN_PRAIRIE_111_R4,Mule deer,36,0
SUN_PRAIRIE_111_R4,Pronghorn,36,0
SUN_PRAIRIE_111_R4,White-tailed deer,36,0
SUN_PRAIRIE_111_R4,American bison,37,0
SUN_PRAIRIE_111_R4,Coyote,37,0
SUN_PRAIRIE_111_R4,Mule deer,37,0
SUN_PRAIRIE_111_R4,Pronghorn,37,0
SUN_PRAIRIE_111_R4,White-tailed deer,37,0
SUN_PRAIRIE_111_R4,American bison,38,4
SUN_PRAIRIE_111_R4,Coyote,38,0
SUN_PRAIRIE_111_R4,Mule deer,38,0
SUN_PRAIRIE_111_R4,Pronghorn,38,0
SUN_PRAIRIE_111_R4,White-tailed deer,38,0
SUN_PRAIRIE_111_R4,American bison,39,0
SUN_PRAIRIE_111_R4,Coyote,39,0
SUN_PRAIRIE_111_R4,Mule deer,39,0
SUN_PRAIRIE_111_R4,Pronghorn,39,0
SUN_PRAIRIE_111_R4,White-tailed deer,39,0
SUN_PRAIRIE_111_R5,American bison,39,81
SUN_PRAIRIE_111_R5,Coyote,39,0
SUN_PRAIRIE_111_R5,Mule deer,39,0
SUN_PRAIRIE_111_R5,Pronghorn,39,0
SUN_PRAIRIE_111_R5,White-tailed deer,39,0
SUN_PRAIRIE_111_R5,American bison,40,5
SUN_PRAIRIE_111_R5,Coyote,40,0
SUN_PRAIRIE_111_R5,Mule deer,40,0
SUN_PRAIRIE_111_R5,Pronghorn,40,0
SUN_PRAIRIE_111_R5,White-tailed deer,40,0
SUN_PRAIRIE_111_R5,American bison,41,2
SUN_PRAIRIE_111_R5,Coyote,41,0
SUN_PRAIRIE_111_R5,Mule deer,41,0
SUN_PRAIRIE_111_R5,Pronghorn,41,0
SUN_PRAIRIE_111_R5,White-tailed deer,41,0
SUN_PRAIRIE_111_R5,American bison,42,0
SUN_PRAIRIE_111_R5,Coyote,42,0
SUN_PRAIRIE_111_R5,Mule deer,42,0
SUN_PRAIRIE_111_R5,Pronghorn,42,0
SUN_PRAIRIE_111_R5,White-tailed deer,42,0
SUN_PRAIRIE_112_R1,American bison,20,0
SUN_PRAIRIE_112_R1,Coyote,20,0
SUN_PRAIRIE_112_R1,Mule deer,20,0
SUN_PRAIRIE_112_R1,Pronghorn,20,0
SUN_PRAIRIE_112_R1,White-tailed deer,20,0
SUN_PRAIRIE_112_R1,American bison,21,19
SUN_PRAIRIE_112_R1,Coyote,21,0
SUN_PRAIRIE_112_R1,Mule deer,21,4
SUN_PRAIRIE_112_R1,Pronghorn,21,0
SUN_PRAIRIE_112_R1,White-tailed deer,21,0
SUN_PRAIRIE_112_R1,American bison,22,0
SUN_PRAIRIE_112_R1,Coyote,22,0
SUN_PRAIRIE_112_R1,Mule deer,22,0
SUN_PRAIRIE_112_R1,Pronghorn,22,0
SUN_PRAIRIE_112_R1,White-tailed deer,22,0
SUN_PRAIRIE_112_R1,American bison,23,0
SUN_PRAIRIE_112_R1,Coyote,23,0
SUN_PRAIRIE_112_R1,Mule deer,23,0
SUN_PRAIRIE_112_R1,Pronghorn,23,0
SUN_PRAIRIE_112_R1,White-tailed deer,23,0
SUN_PRAIRIE_112_R1,American bison,24,0
SUN_PRAIRIE_112_R1,Coyote,24,0
SUN_PRAIRIE_112_R1,Mule deer,24,0
SUN_PRAIRIE_112_R1,Pronghorn,24,0
SUN_PRAIRIE_112_R1,White-tailed deer,24,0
SUN_PRAIRIE_112_R1,American bison,25,0
SUN_PRAIRIE_112_R1,Coyote,25,0
SUN_PRAIRIE_112_R1,Mule deer,25,0
SUN_PRAIRIE_112_R1,Pronghorn,25,0
SUN_PRAIRIE_112_R1,White-tailed deer,25,0
SUN_PRAIRIE_112_R2,American bison,25,0
SUN_PRAIRIE_112_R2,Coyote,25,0
SUN_PRAIRIE_112_R2,Mule deer,25,0
SUN_PRAIRIE_112_R2,Pronghorn,25,0
SUN_PRAIRIE_112_R2,White-tailed deer,25,0
SUN_PRAIRIE_112_R2,American bison,26,30
SUN_PRAIRIE_112_R2,Coyote,26,0
SUN_PRAIRIE_112_R2,Mule deer,26,0
SUN_PRAIRIE_112_R2,Pronghorn,26,0
SUN_PRAIRIE_112_R2,White-tailed deer,26,0
SUN_PRAIRIE_112_R2,American bison,27,0
SUN_PRAIRIE_112_R2,Coyote,27,0
SUN_PRAIRIE_112_R2,Mule deer,27,0
SUN_PRAIRIE_112_R2,Pronghorn,27,0
SUN_PRAIRIE_112_R2,White-tailed deer,27,0
SUN_PRAIRIE_112_R2,American bison,28,0
SUN_PRAIRIE_112_R2,Coyote,28,0
SUN_PRAIRIE_112_R2,Mule deer,28,0
SUN_PRAIRIE_112_R2,Pronghorn,28,0
SUN_PRAIRIE_112_R2,White-tailed deer,28,0
SUN_PRAIRIE_112_R2,American bison,29,0
SUN_PRAIRIE_112_R2,Coyote,29,0
SUN_PRAIRIE_112_R2,Mule deer,29,0
SUN_PRAIRIE_112_R2,Pronghorn,29,0
SUN_PRAIRIE_112_R2,White-tailed deer,29,0
SUN_PRAIRIE_112_R2,American bison,30,0
SUN_PRAIRIE_112_R2,Coyote,30,0
SUN_PRAIRIE_112_R2,Mule deer,30,0
SUN_PRAIRIE_112_R2,Pronghorn,30,0
SUN_PRAIRIE_112_R2,White-tailed deer,30,0
SUN_PRAIRIE_112_R3,American bison,30,0
SUN_PRAIRIE_112_R3,Coyote,30,0
SUN_PRAIRIE_112_R3,Mule deer,30,0
SUN_PRAIRIE_112_R3,Pronghorn,30,0
SUN_PRAIRIE_112_R3,White-tailed deer,30,0
SUN_PRAIRIE_112_R3,American bison,31,0
SUN_PRAIRIE_112_R3,Coyote,31,17
SUN_PRAIRIE_112_R3,Mule deer,31,0
SUN_PRAIRIE_112_R3,Pronghorn,31,0
SUN_PRAIRIE_112_R3,White-tailed deer,31,0
SUN_PRAIRIE_112_R3,American bison,32,0
SUN_PRAIRIE_112_R3,Coyote,32,0
SUN_PRAIRIE_112_R3,Mule deer,32,0
SUN_PRAIRIE_112_R3,Pronghorn,32,0
SUN_PRAIRIE_112_R3,White-tailed deer,32,0
SUN_PRAIRIE_112_R3,American bison,33,0
SUN_PRAIRIE_112_R3,Coyote,33,0
SUN_PRAIRIE_112_R3,Mule deer,33,0
SUN_PRAIRIE_112_R3,Pronghorn,33,0
SUN_PRAIRIE_112_R3,White-tailed deer,33,0
SUN_PRAIRIE_112_R3,American bison,34,0
SUN_PRAIRIE_112_R3,Coyote,34,0
SUN_PRAIRIE_112_R3,Mule deer,34,0
SUN_PRAIRIE_112_R3,Pronghorn,34,0
SUN_PRAIRIE_112_R3,White-tailed deer,34,0
SUN_PRAIRIE_112_R4,American bison,34,0
SUN_PRAIRIE_112_R4,Coyote,34,0
SUN_PRAIRIE_112_R4,Mule deer,34,0
SUN_PRAIRIE_112_R4,Pronghorn,34,0
SUN_PRAIRIE_112_R4,White-tailed deer,34,0
SUN_PRAIRIE_112_R4,American bison,35,20
SUN_PRAIRIE_112_R4,Coyote,35,0
SUN_PRAIRIE_112_R4,Mule deer,35,0
SUN_PRAIRIE_112_R4,Pronghorn,35,0
SUN_PRAIRIE_112_R4,White-tailed deer,35,0
SUN_PRAIRIE_112_R4,American bison,36,1
SUN_PRAIRIE_112_R4,Coyote,36,0
SUN_PRAIRIE_112_R4,Mule deer,36,0
SUN_PRAIRIE_112_R4,Pronghorn,36,0
SUN_PRAIRIE_112_R4,White-tailed deer,36,0
SUN_PRAIRIE_112_R4,American bison,37,0
SUN_PRAIRIE_112_R4,Coyote,37,0
SUN_PRAIRIE_112_R4,Mule deer,37,0
SUN_PRAIRIE_112_R4,Pronghorn,37,0
SUN_PRAIRIE_112_R4,White-tailed deer,37,0
SUN_PRAIRIE_112_R4,American bison,38,0
SUN_PRAIRIE_112_R4,Coyote,38,0
SUN_PRAIRIE_112_R4,Mule deer,38,0
SUN_PRAIRIE_112_R4,Pronghorn,38,0
SUN_PRAIRIE_112_R4,White-tailed deer,38,0
SUN_PRAIRIE_112_R4,American bison,39,0
SUN_PRAIRIE_112_R4,Coyote,39,0
SUN_PRAIRIE_112_R4,Mule deer,39,0
SUN_PRAIRIE_112_R4,Pronghorn,39,0
SUN_PRAIRIE_112_R4,White-tailed deer,39,0
SUN_PRAIRIE_112_R5,American bison,39,54
SUN_PRAIRIE_112_R5,Coyote,39,0
SUN_PRAIRIE_112_R5,Mule deer,39,0
SUN_PRAIRIE_112_R5,Pronghorn,39,0
SUN_PRAIRIE_112_R5,White-tailed deer,39,0
SUN_PRAIRIE_112_R5,American bison,40,0
SUN_PRAIRIE_112_R5,Coyote,40,0
SUN_PRAIRIE_112_R5,Mule deer,40,0
SUN_PRAIRIE_112_R5,Pronghorn,40,0
SUN_PRAIRIE_112_R5,White-tailed deer,40,0
SUN_PRAIRIE_112_R5,American bison,41,0
SUN_PRAIRIE_112_R5,Coyote,41,0
SUN_PRAIRIE_112_R5,Mule deer,41,0
SUN_PRAIRIE_112_R5,Pronghorn,41,0
SUN_PRAIRIE_112_R5,White-tailed deer,41,0
SUN_PRAIRIE_112_R5,American bison,42,0
SUN_PRAIRIE_112_R5,Coyote,42,0
SUN_PRAIRIE_112_R5,Mule deer,42,0
SUN_PRAIRIE_112_R5,Pronghorn,42,0
SUN_PRAIRIE_112_R5,White-tailed deer,42,0
SUN_PRAIRIE_113_R1,American bison,21,6
SUN_PRAIRIE_113_R1,Coyote,21,0
SUN_PRAIRIE_113_R1,Mule deer,21,0
SUN_PRAIRIE_113_R1,Pronghorn,21,0
SUN_PRAIRIE_113_R1,White-tailed deer,21,0
SUN_PRAIRIE_113_R1,American bison,22,0
SUN_PRAIRIE_113_R1,Coyote,22,0
SUN_PRAIRIE_113_R1,Mule deer,22,0
SUN_PRAIRIE_113_R1,Pronghorn,22,0
SUN_PRAIRIE_113_R1,White-tailed deer,22,0
SUN_PRAIRIE_113_R1,American bison,23,0
SUN_PRAIRIE_113_R1,Coyote,23,0
SUN_PRAIRIE_113_R1,Mule deer,23,0
SUN_PRAIRIE_113_R1,Pronghorn,23,0
SUN_PRAIRIE_113_R1,White-tailed deer,23,0
SUN_PRAIRIE_113_R1,American bison,24,5
SUN_PRAIRIE_113_R1,Coyote,24,0
SUN_PRAIRIE_113_R1,Mule deer,24,0
SUN_PRAIRIE_113_R1,Pronghorn,24,0
SUN_PRAIRIE_113_R1,White-tailed deer,24,0
SUN_PRAIRIE_113_R1,American bison,25,0
SUN_PRAIRIE_113_R1,Coyote,25,0
SUN_PRAIRIE_113_R1,Mule deer,25,0
SUN_PRAIRIE_113_R1,Pronghorn,25,0
SUN_PRAIRIE_113_R1,White-tailed deer,25,0
SUN_PRAIRIE_113_R2,American bison,25,0
SUN_PRAIRIE_113_R2,Coyote,25,0
SUN_PRAIRIE_113_R2,Mule deer,25,0
SUN_PRAIRIE_113_R2,Pronghorn,25,0
SUN_PRAIRIE_113_R2,White-tailed deer,25,0
SUN_PRAIRIE_113_R2,American bison,26,0
SUN_PRAIRIE_113_R2,Coyote,26,0
SUN_PRAIRIE_113_R2,Mule deer,26,0
SUN_PRAIRIE_113_R2,Pronghorn,26,0
SUN_PRAIRIE_113_R2,White-tailed deer,26,0
SUN_PRAIRIE_113_R2,American bison,27,3
SUN_PRAIRIE_113_R2,Coyote,27,0
SUN_PRAIRIE_113_R2,Mule deer,27,0
SUN_PRAIRIE_113_R2,Pronghorn,27,0
SUN_PRAIRIE_113_R2,White-tailed deer,27,0
SUN_PRAIRIE_113_R2,American bison,28,28
SUN_PRAIRIE_113_R2,Coyote,28,0
SUN_PRAIRIE_113_R2,Mule deer,28,0
SUN_PRAIRIE_113_R2,Pronghorn,28,0
SUN_PRAIRIE_113_R2,White-tailed deer,28,0
SUN_PRAIRIE_113_R2,American bison,29,8
SUN_PRAIRIE_113_R2,Coyote,29,0
SUN_PRAIRIE_113_R2,Mule deer,29,0
SUN_PRAIRIE_113_R2,Pronghorn,29,0
SUN_PRAIRIE_113_R2,White-tailed deer,29,0
SUN_PRAIRIE_113_R2,American bison,30,0
SUN_PRAIRIE_113_R2,Coyote,30,0
SUN_PRAIRIE_113_R2,Mule deer,30,0
SUN_PRAIRIE_113_R2,Pronghorn,30,0
SUN_PRAIRIE_113_R2,White-tailed deer,30,0
SUN_PRAIRIE_113_R3,American bison,30,344
SUN_PRAIRIE_113_R3,Coyote,30,0
SUN_PRAIRIE_113_R3,Mule deer,30,0
SUN_PRAIRIE_113_R3,Pronghorn,30,0
SUN_PRAIRIE_113_R3,White-tailed deer,30,0
SUN_PRAIRIE_113_R3,American bison,31,0
SUN_PRAIRIE_113_R3,Coyote,31,0
SUN_PRAIRIE_113_R3,Mule deer,31,0
SUN_PRAIRIE_113_R3,Pronghorn,31,0
SUN_PRAIRIE_113_R3,White-tailed deer,31,0
SUN_PRAIRIE_113_R3,American bison,32,0
SUN_PRAIRIE_113_R3,Coyote,32,0
SUN_PRAIRIE_113_R3,Mule deer,32,0
SUN_PRAIRIE_113_R3,Pronghorn,32,0
SUN_PRAIRIE_113_R3,White-tailed deer,32,0
SUN_PRAIRIE_113_R3,American bison,33,0
SUN_PRAIRIE_113_R3,Coyote,33,0
SUN_PRAIRIE_113_R3,Mule deer,33,0
SUN_PRAIRIE_113_R3,Pronghorn,33,0
SUN_PRAIRIE_113_R3,White-tailed deer,33,0
SUN_PRAIRIE_113_R3,American bison,34,0
SUN_PRAIRIE_113_R3,Coyote,34,0
SUN_PRAIRIE_113_R3,Mule deer,34,0
SUN_PRAIRIE_113_R3,Pronghorn,34,0
SUN_PRAIRIE_113_R3,White-tailed deer,34,0
SUN_PRAIRIE_113_R4,American bison,34,0
SUN_PRAIRIE_113_R4,Coyote,34,0
SUN_PRAIRIE_113_R4,Mule deer,34,0
SUN_PRAIRIE_113_R4,Pronghorn,34,0
SUN_PRAIRIE_113_R4,White-tailed deer,34,0
SUN_PRAIRIE_113_R4,American bison,35,0
SUN_PRAIRIE_113_R4,Coyote,35,0
SUN_PRAIRIE_113_R4,Mule deer,35,0
SUN_PRAIRIE_113_R4,Pronghorn,35,0
SUN_PRAIRIE_113_R4,White-tailed deer,35,0
SUN_PRAIRIE_113_R4,American bison,36,0
SUN_PRAIRIE_113_R4,Coyote,36,0
SUN_PRAIRIE_113_R4,Mule deer,36,0
SUN_PRAIRIE_113_R4,Pronghorn,36,0
SUN_PRAIRIE_113_R4,White-tailed deer,36,0
SUN_PRAIRIE_113_R4,American bison,37,0
SUN_PRAIRIE_113_R4,Coyote,37,0
SUN_PRAIRIE_113_R4,Mule deer,37,0
SUN_PRAIRIE_113_R4,Pronghorn,37,0
SUN_PRAIRIE_113_R4,White-tailed deer,37,0
SUN_PRAIRIE_113_R4,American bison,38,0
SUN_PRAIRIE_113_R4,Coyote,38,0
SUN_PRAIRIE_113_R4,Mule deer,38,0
SUN_PRAIRIE_113_R4,Pronghorn,38,0
SUN_PRAIRIE_113_R4,White-tailed deer,38,0
SUN_PRAIRIE_113_R5,American bison,38,0
SUN_PRAIRIE_113_R5,Coyote,38,0
SUN_PRAIRIE_113_R5,Mule deer,38,0
SUN_PRAIRIE_113_R5,Pronghorn,38,0
SUN_PRAIRIE_113_R5,White-tailed deer,38,0
SUN_PRAIRIE_113_R5,American bison,39,139
SUN_PRAIRIE_113_R5,Coyote,39,0
SUN_PRAIRIE_113_R5,Mule deer,39,0
SUN_PRAIRIE_113_R5,Pronghorn,39,0
SUN_PRAIRIE_113_R5,White-tailed deer,39,0
SUN_PRAIRIE_113_R5,American bison,40,0
SUN_PRAIRIE_113_R5,Coyote,40,0
SUN_PRAIRIE_113_R5,Mule deer,40,0
SUN_PRAIRIE_113_R5,Pronghorn,40,0
SUN_PRAIRIE_113_R5,White-tailed deer,40,0
SUN_PRAIRIE_113_R5,American bison,41,0
SUN_PRAIRIE_113_R5,Coyote,41,0
SUN_PRAIRIE_113_R5,Mule deer,41,0
SUN_PRAIRIE_113_R5,Pronghorn,41,0
SUN_PRAIRIE_113_R5,White-tailed deer,41,0
SUN_PRAIRIE_114_R1,American bison,21,0
SUN_PRAIRIE_114_R1,Coyote,21,0
SUN_PRAIRIE_114_R1,Mule deer,21,0
SUN_PRAIRIE_114_R1,Pronghorn,21,0
SUN_PRAIRIE_114_R1,White-tailed deer,21,0
SUN_PRAIRIE_114_R1,American bison,22,15
SUN_PRAIRIE_114_R1,Coyote,22,0
SUN_PRAIRIE_114_R1,Mule deer,22,0
SUN_PRAIRIE_114_R1,Pronghorn,22,0
SUN_PRAIRIE_114_R1,White-tailed deer,22,0
SUN_PRAIRIE_114_R1,American bison,23,0
SUN_PRAIRIE_114_R1,Coyote,23,0
SUN_PRAIRIE_114_R1,Mule deer,23,0
SUN_PRAIRIE_114_R1,Pronghorn,23,0
SUN_PRAIRIE_114_R1,White-tailed deer,23,10
SUN_PRAIRIE_114_R1,American bison,24,0
SUN_PRAIRIE_114_R1,Coyote,24,0
SUN_PRAIRIE_114_R1,Mule deer,24,0
SUN_PRAIRIE_114_R1,Pronghorn,24,0
SUN_PRAIRIE_114_R1,White-tailed deer,24,25
SUN_PRAIRIE_114_R1,American bison,25,0
SUN_PRAIRIE_114_R1,Coyote,25,0
SUN_PRAIRIE_114_R1,Mule deer,25,0
SUN_PRAIRIE_114_R1,Pronghorn,25,0
SUN_PRAIRIE_114_R1,White-tailed deer,25,0
SUN_PRAIRIE_114_R2,American bison,25,0
SUN_PRAIRIE_114_R2,Coyote,25,0
SUN_PRAIRIE_114_R2,Mule deer,25,17
SUN_PRAIRIE_114_R2,Pronghorn,25,0
SUN_PRAIRIE_114_R2,White-tailed deer,25,0
SUN_PRAIRIE_114_R2,American bison,26,0
SUN_PRAIRIE_114_R2,Coyote,26,0
SUN_PRAIRIE_114_R2,Mule deer,26,0
SUN_PRAIRIE_114_R2,Pronghorn,26,0
SUN_PRAIRIE_114_R2,White-tailed deer,26,0
SUN_PRAIRIE_114_R2,American bison,27,0
SUN_PRAIRIE_114_R2,Coyote,27,0
SUN_PRAIRIE_114_R2,Mule deer,27,5
SUN_PRAIRIE_114_R2,Pronghorn,27,0
SUN_PRAIRIE_114_R2,White-tailed deer,27,0
SUN_PRAIRIE_114_R2,American bison,28,0
SUN_PRAIRIE_114_R2,Coyote,28,0
SUN_PRAIRIE_114_R2,Mule deer,28,0
SUN_PRAIRIE_114_R2,Pronghorn,28,0
SUN_PRAIRIE_114_R2,White-tailed deer,28,0
SUN_PRAIRIE_114_R2,American bison,29,0
SUN_PRAIRIE_114_R2,Coyote,29,0
SUN_PRAIRIE_114_R2,Mule deer,29,0
SUN_PRAIRIE_114_R2,Pronghorn,29,0
SUN_PRAIRIE_114_R2,White-tailed deer,29,0
SUN_PRAIRIE_114_R2,American bison,30,0
SUN_PRAIRIE_114_R2,Coyote,30,0
SUN_PRAIRIE_114_R2,Mule deer,30,0
SUN_PRAIRIE_114_R2,Pronghorn,30,0
SUN_PRAIRIE_114_R2,White-tailed deer,30,0
SUN_PRAIRIE_114_R3,American bison,30,2
SUN_PRAIRIE_114_R3,Coyote,30,0
SUN_PRAIRIE_114_R3,Mule deer,30,0
SUN_PRAIRIE_114_R3,Pronghorn,30,0
SUN_PRAIRIE_114_R3,White-tailed deer,30,0
SUN_PRAIRIE_114_R3,American bison,31,5
SUN_PRAIRIE_114_R3,Coyote,31,0
SUN_PRAIRIE_114_R3,Mule deer,31,0
SUN_PRAIRIE_114_R3,Pronghorn,31,0
SUN_PRAIRIE_114_R3,White-tailed deer,31,0
SUN_PRAIRIE_114_R3,American bison,32,0
SUN_PRAIRIE_114_R3,Coyote,32,0
SUN_PRAIRIE_114_R3,Mule deer,32,0
SUN_PRAIRIE_114_R3,Pronghorn,32,0
SUN_PRAIRIE_114_R3,White-tailed deer,32,0
SUN_PRAIRIE_114_R3,American bison,33,0
SUN_PRAIRIE_114_R3,Coyote,33,0
SUN_PRAIRIE_114_R3,Mule deer,33,95
SUN_PRAIRIE_114_R3,Pronghorn,33,0
SUN_PRAIRIE_114_R3,White-tailed deer,33,0
SUN_PRAIRIE_114_R3,American bison,34,0
SUN_PRAIRIE_114_R3,Coyote,34,0
SUN_PRAIRIE_114_R3,Mule deer,34,0
SUN_PRAIRIE_114_R3,Pronghorn,34,0
SUN_PRAIRIE_114_R3,White-tailed deer,34,0
SUN_PRAIRIE_114_R4,American bison,34,0
SUN_PRAIRIE_114_R4,Coyote,34,0
SUN_PRAIRIE_114_R4,Mule deer,34,0
SUN_PRAIRIE_114_R4,Pronghorn,34,0
SUN_PRAIRIE_114_R4,White-tailed deer,34,0
SUN_PRAIRIE_114_R4,American bison,35,0
SUN_PRAIRIE_114_R4,Coyote,35,0
SUN_PRAIRIE_114_R4,Mule deer,35,1
SUN_PRAIRIE_114_R4,Pronghorn,35,0
SUN_PRAIRIE_114_R4,White-tailed deer,35,0
SUN_PRAIRIE_114_R4,American bison,36,0
SUN_PRAIRIE_114_R4,Coyote,36,0
SUN_PRAIRIE_114_R4,Mule deer,36,338
SUN_PRAIRIE_114_R4,Pronghorn,36,0
SUN_PRAIRIE_114_R4,White-tailed deer,36,0
SUN_PRAIRIE_114_R4,American bison,37,0
SUN_PRAIRIE_114_R4,Coyote,37,0
SUN_PRAIRIE_114_R4,Mule deer,37,138
SUN_PRAIRIE_114_R4,Pronghorn,37,0
SUN_PRAIRIE_114_R4,White-tailed deer,37,0
SUN_PRAIRIE_114_R4,American bison,38,0
SUN_PRAIRIE_114_R4,Coyote,38,0
SUN_PRAIRIE_114_R4,Mule deer,38,23
SUN_PRAIRIE_114_R4,Pronghorn,38,0
SUN_PRAIRIE_114_R4,White-tailed deer,38,0
SUN_PRAIRIE_114_R5,American bison,38,0
SUN_PRAIRIE_114_R5,Coyote,38,0
SUN_PRAIRIE_114_R5,Mule deer,38,0
SUN_PRAIRIE_114_R5,Pronghorn,38,0
SUN_PRAIRIE_114_R5,White-tailed deer,38,0
SUN_PRAIRIE_114_R5,American bison,39,0
SUN_PRAIRIE_114_R5,Coyote,39,0
SUN_PRAIRIE_114_R5,Mule deer,39,60
SUN_PRAIRIE_114_R5,Pronghorn,39,0
SUN_PRAIRIE_114_R5,White-tailed deer,39,0
SUN_PRAIRIE_114_R5,American bison,40,104
SUN_PRAIRIE_114_R5,Coyote,40,0
SUN_PRAIRIE_114_R5,Mule deer,40,19
SUN_PRAIRIE_114_R5,Pronghorn,40,0
SUN_PRAIRIE_114_R5,White-tailed deer,40,0
SUN_PRAIRIE_114_R5,American bison,41,0
SUN_PRAIRIE_114_R5,Coyote,41,0
SUN_PRAIRIE_114_R5,Mule deer,41,0
SUN_PRAIRIE_114_R5,Pronghorn,41,0
SUN_PRAIRIE_114_R5,White-tailed deer,41,0
SUN_PRAIRIE_115_R1,American bison,21,0
SUN_PRAIRIE_115_R1,Coyote,21,0
SUN_PRAIRIE_115_R1,Mule deer,21,0
SUN_PRAIRIE_115_R1,Pronghorn,21,0
SUN_PRAIRIE_115_R1,White-tailed deer,21,0
SUN_PRAIRIE_115_R1,American bison,22,0
SUN_PRAIRIE_115_R1,Coyote,22,0
SUN_PRAIRIE_115_R1,Mule deer,22,0
SUN_PRAIRIE_115_R1,Pronghorn,22,0
SUN_PRAIRIE_115_R1,White-tailed deer,22,83
SUN_PRAIRIE_115_R1,American bison,23,0
SUN_PRAIRIE_115_R1,Coyote,23,0
SUN_PRAIRIE_115_R1,Mule deer,23,0
SUN_PRAIRIE_115_R1,Pronghorn,23,0
SUN_PRAIRIE_115_R1,White-tailed deer,23,0
SUN_PRAIRIE_115_R1,American bison,24,0
SUN_PRAIRIE_115_R1,Coyote,24,0
SUN_PRAIRIE_115_R1,Mule deer,24,0
SUN_PRAIRIE_115_R1,Pronghorn,24,0
SUN_PRAIRIE_115_R1,White-tailed deer,24,0
SUN_PRAIRIE_115_R1,American bison,25,0
SUN_PRAIRIE_115_R1,Coyote,25,0
SUN_PRAIRIE_115_R1,Mule deer,25,0
SUN_PRAIRIE_115_R1,Pronghorn,25,0
SUN_PRAIRIE_115_R1,White-tailed deer,25,0
SUN_PRAIRIE_115_R2,American bison,25,0
SUN_PRAIRIE_115_R2,Coyote,25,0
SUN_PRAIRIE_115_R2,Mule deer,25,0
SUN_PRAIRIE_115_R2,Pronghorn,25,0
SUN_PRAIRIE_115_R2,White-tailed deer,25,24
SUN_PRAIRIE_115_R2,American bison,26,0
SUN_PRAIRIE_115_R2,Coyote,26,0
SUN_PRAIRIE_115_R2,Mule deer,26,0
SUN_PRAIRIE_115_R2,Pronghorn,26,0
SUN_PRAIRIE_115_R2,White-tailed deer,26,15
SUN_PRAIRIE_115_R2,American bison,27,0
SUN_PRAIRIE_115_R2,Coyote,27,0
SUN_PRAIRIE_115_R2,Mule deer,27,0
SUN_PRAIRIE_115_R2,Pronghorn,27,0
SUN_PRAIRIE_115_R2,White-tailed deer,27,16
SUN_PRAIRIE_115_R2,American bison,28,12
SUN_PRAIRIE_115_R2,Coyote,28,0
SUN_PRAIRIE_115_R2,Mule deer,28,0
SUN_PRAIRIE_115_R2,Pronghorn,28,0
