deployment_id,species,week,n_images
SUN_PRAIRIE_48_R2,White-tailed deer,29,0
SUN_PRAIRIE_48_R2,American bison,30,0
SUN_PRAIRIE_48_R2,Coyote,30,0
SUN_PRAIRIE_48_R2,Mule deer,30,0
SUN_PRAIRIE_48_R2,Pronghorn,30,0
SUN_PRAIRIE_48_R2,White-tailed deer,30,0
SUN_PRAIRIE_48_R3,American bison,30,0
SUN_PRAIRIE_48_R3,Coyote,30,0
SUN_PRAIRIE_48_R3,Mule deer,30,0
SUN_PRAIRIE_48_R3,Pronghorn,30,0
SUN_PRAIRIE_48_R3,White-tailed deer,30,0
SUN_PRAIRIE_48_R3,American bison,31,0
SUN_PRAIRIE_48_R3,Coyote,31,2
SUN_PRAIRIE_48_R3,Mule deer,31,0
SUN_PRAIRIE_48_R3,Pronghorn,31,0
SUN_PRAIRIE_48_R3,White-tailed deer,31,0
SUN_PRAIRIE_48_R3,American bison,32,0
SUN_PRAIRIE_48_R3,Coyote,32,12
SUN_PRAIRIE_48_R3,Mule deer,32,0
SUN_PRAIRIE_48_R3,Pronghorn,32,0
SUN_PRAIRIE_48_R3,White-tailed deer,32,0
SUN_PRAIRIE_48_R3,American bison,33,270
SUN_PRAIRIE_48_R3,Coyote,33,0
SUN_PRAIRIE_48_R3,Mule deer,33,0
SUN_PRAIRIE_48_R3,Pronghorn,33,0
SUN_PRAIRIE_48_R3,White-tailed deer,33,0
SUN_PRAIRIE_48_R3,American bison,34,0
SUN_PRAIRIE_48_R3,Coyote,34,0
SUN_PRAIRIE_48_R3,Mule deer,34,0
SUN_PRAIRIE_48_R3,Pronghorn,34,0
SUN_PRAIRIE_48_R3,White-tailed deer,34,0
SUN_PRAIRIE_48_R4,American bison,34,0
SUN_PRAIRIE_48_R4,Coyote,34,29
SUN_PRAIRIE_48_R4,Mule deer,34,0
SUN_PRAIRIE_48_R4,Pronghorn,34,0
SUN_PRAIRIE_48_R4,White-tailed deer,34,0
SUN_PRAIRIE_48_R4,American bison,35,0
SUN_PRAIRIE_48_R4,Coyote,35,5
SUN_PRAIRIE_48_R4,Mule deer,35,30
SUN_PRAIRIE_48_R4,Pronghorn,35,0
SUN_PRAIRIE_48_R4,White-tailed deer,35,0
SUN_PRAIRIE_48_R4,American bison,36,0
SUN_PRAIRIE_48_R4,Coyote,36,0
SUN_PRAIRIE_48_R4,Mule deer,36,0
SUN_PRAIRIE_48_R4,Pronghorn,36,0
SUN_PRAIRIE_48_R4,White-tailed deer,36,0
SUN_PRAIRIE_48_R4,American bison,37,197
SUN_PRAIRIE_48_R4,Coyote,37,0
SUN_PRAIRIE_48_R4,Mule deer,37,0
SUN_PRAIRIE_48_R4,Pronghorn,37,0
SUN_PRAIRIE_48_R4,White-tailed deer,37,0
SUN_PRAIRIE_48_R4,American bison,38,0
SUN_PRAIRIE_48_R4,Coyote,38,0
SUN_PRAIRIE_48_R4,Mule deer,38,0
SUN_PRAIRIE_48_R4,Pronghorn,38,0
SUN_PRAIRIE_48_R4,White-tailed deer,38,0
SUN_PRAIRIE_48_R5,American bison,38,0
SUN_PRAIRIE_48_R5,Coyote,38,0
SUN_PRAIRIE_48_R5,Mule deer,38,0
SUN_PRAIRIE_48_R5,Pronghorn,38,0
SUN_PRAIRIE_48_R5,White-tailed deer,38,0
SUN_PRAIRIE_48_R5,American bison,39,125
SUN_PRAIRIE_48_R5,Coyote,39,0
SUN_PRAIRIE_48_R5,Mule deer,39,0
SUN_PRAIRIE_48_R5,Pronghorn,39,0
SUN_PRAIRIE_48_R5,White-tailed deer,39,0
SUN_PRAIRIE_48_R5,American bison,40,172
SUN_PRAIRIE_48_R5,Coyote,40,0
SUN_PRAIRIE_48_R5,Mule deer,40,0
SUN_PRAIRIE_48_R5,Pronghorn,40,0
SUN_PRAIRIE_48_R5,White-tailed deer,40,0
SUN_PRAIRIE_48_R5,American bison,41,21
SUN_PRAIRIE_48_R5,Coyote,41,0
SUN_PRAIRIE_48_R5,Mule deer,41,0
SUN_PRAIRIE_48_R5,Pronghorn,41,0
SUN_PRAIRIE_48_R5,White-tailed deer,41,0
SUN_PRAIRIE_49_R1,American bison,21,1
SUN_PRAIRIE_49_R1,Coyote,21,5
SUN_PRAIRIE_49_R1,Mule deer,21,0
SUN_PRAIRIE_49_R1,Pronghorn,21,10
SUN_PRAIRIE_49_R1,White-tailed deer,21,0
SUN_PRAIRIE_49_R1,American bison,22,0
SUN_PRAIRIE_49_R1,Coyote,22,8
SUN_PRAIRIE_49_R1,Mule deer,22,0
SUN_PRAIRIE_49_R1,Pronghorn,22,1
SUN_PRAIRIE_49_R1,White-tailed deer,22,0
SUN_PRAIRIE_49_R1,American bison,23,176
SUN_PRAIRIE_49_R1,Coyote,23,0
SUN_PRAIRIE_49_R1,Mule deer,23,0
SUN_PRAIRIE_49_R1,Pronghorn,23,5
SUN_PRAIRIE_49_R1,White-tailed deer,23,0
SUN_PRAIRIE_49_R1,American bison,24,0
SUN_PRAIRIE_49_R1,Coyote,24,0
SUN_PRAIRIE_49_R1,Mule deer,24,0
SUN_PRAIRIE_49_R1,Pronghorn,24,0
SUN_PRAIRIE_49_R1,White-tailed deer,24,0
SUN_PRAIRIE_49_R1,American bison,25,0
SUN_PRAIRIE_49_R1,Coyote,25,0
SUN_PRAIRIE_49_R1,Mule deer,25,0
SUN_PRAIRIE_49_R1,Pronghorn,25,0
SUN_PRAIRIE_49_R1,White-tailed deer,25,0
SUN_PRAIRIE_49_R2,American bison,25,54
SUN_PRAIRIE_49_R2,Coyote,25,17
SUN_PRAIRIE_49_R2,Mule deer,25,0
SUN_PRAIRIE_49_R2,Pronghorn,25,13
SUN_PRAIRIE_49_R2,White-tailed deer,25,0
SUN_PRAIRIE_49_R2,American bison,26,1
SUN_PRAIRIE_49_R2,Coyote,26,0
SUN_PRAIRIE_49_R2,Mule deer,26,0
SUN_PRAIRIE_49_R2,Pronghorn,26,0
SUN_PRAIRIE_49_R2,White-tailed deer,26,0
SUN_PRAIRIE_49_R2,American bison,27,0
SUN_PRAIRIE_49_R2,Coyote,27,0
SUN_PRAIRIE_49_R2,Mule deer,27,0
SUN_PRAIRIE_49_R2,Pronghorn,27,0
SUN_PRAIRIE_49_R2,White-tailed deer,27,0
SUN_PRAIRIE_49_R2,American bison,28,0
SUN_PRAIRIE_49_R2,Coyote,28,0
SUN_PRAIRIE_49_R2,Mule deer,28,0
SUN_PRAIRIE_49_R2,Pronghorn,28,0
SUN_PRAIRIE_49_R2,White-tailed deer,28,0
SUN_PRAIRIE_49_R2,American bison,29,0
SUN_PRAIRIE_49_R2,Coyote,29,0
SUN_PRAIRIE_49_R2,Mule deer,29,0
SUN_PRAIRIE_49_R2,Pronghorn,29,0
SUN_PRAIRIE_49_R2,White-tailed deer,29,0
SUN_PRAIRIE_49_R2,American bison,30,0
SUN_PRAIRIE_49_R2,Coyote,30,0
SUN_PRAIRIE_49_R2,Mule deer,30,0
SUN_PRAIRIE_49_R2,Pronghorn,30,0
SUN_PRAIRIE_49_R2,White-tailed deer,30,0
SUN_PRAIRIE_49_R3,American bison,30,58
SUN_PRAIRIE_49_R3,Coyote,30,0
SUN_PRAIRIE_49_R3,Mule deer,30,0
SUN_PRAIRIE_49_R3,Pronghorn,30,0
SUN_PRAIRIE_49_R3,White-tailed deer,30,0
SUN_PRAIRIE_49_R3,American bison,31,0
SUN_PRAIRIE_49_R3,Coyote,31,0
SUN_PRAIRIE_49_R3,Mule deer,31,0
SUN_PRAIRIE_49_R3,Pronghorn,31,0
SUN_PRAIRIE_49_R3,White-tailed deer,31,0
SUN_PRAIRIE_49_R3,American bison,32,118
SUN_PRAIRIE_49_R3,Coyote,32,0
SUN_PRAIRIE_49_R3,Mule deer,32,9
SUN_PRAIRIE_49_R3,Pronghorn,32,0
SUN_PRAIRIE_49_R3,White-tailed deer,32,0
SUN_PRAIRIE_49_R3,American bison,33,148
SUN_PRAIRIE_49_R3,Coyote,33,0
SUN_PRAIRIE_49_R3,Mule deer,33,0
SUN_PRAIRIE_49_R3,Pronghorn,33,10
SUN_PRAIRIE_49_R3,White-tailed deer,33,0
SUN_PRAIRIE_49_R3,American bison,34,0
SUN_PRAIRIE_49_R3,Coyote,34,0
SUN_PRAIRIE_49_R3,Mule deer,34,10
SUN_PRAIRIE_49_R3,Pronghorn,34,0
SUN_PRAIRIE_49_R3,White-tailed deer,34,0
SUN_PRAIRIE_49_R4,American bison,34,51
SUN_PRAIRIE_49_R4,Coyote,34,0
SUN_PRAIRIE_49_R4,Mule deer,34,0
SUN_PRAIRIE_49_R4,Pronghorn,34,0
SUN_PRAIRIE_49_R4,White-tailed deer,34,0
SUN_PRAIRIE_49_R4,American bison,35,0
SUN_PRAIRIE_49_R4,Coyote,35,0
SUN_PRAIRIE_49_R4,Mule deer,35,0
SUN_PRAIRIE_49_R4,Pronghorn,35,0
SUN_PRAIRIE_49_R4,White-tailed deer,35,0
SUN_PRAIRIE_49_R4,American bison,36,0
SUN_PRAIRIE_49_R4,Coyote,36,0
SUN_PRAIRIE_49_R4,Mule deer,36,0
SUN_PRAIRIE_49_R4,Pronghorn,36,0
SUN_PRAIRIE_49_R4,White-tailed deer,36,0
SUN_PRAIRIE_49_R4,American bison,37,355
SUN_PRAIRIE_49_R4,Coyote,37,12
SUN_PRAIRIE_49_R4,Mule deer,37,0
SUN_PRAIRIE_49_R4,Pronghorn,37,3
SUN_PRAIRIE_49_R4,White-tailed deer,37,0
SUN_PRAIRIE_49_R4,American bison,38,0
SUN_PRAIRIE_49_R4,Coyote,38,5
SUN_PRAIRIE_49_R4,Mule deer,38,0
SUN_PRAIRIE_49_R4,Pronghorn,38,0
SUN_PRAIRIE_49_R4,White-tailed deer,38,0
SUN_PRAIRIE_49_R5,American bison,38,0
SUN_PRAIRIE_49_R5,Coyote,38,0
SUN_PRAIRIE_49_R5,Mule deer,38,17
SUN_PRAIRIE_49_R5,Pronghorn,38,0
SUN_PRAIRIE_49_R5,White-tailed deer,38,0
SUN_PRAIRIE_49_R5,American bison,39,0
SUN_PRAIRIE_49_R5,Coyote,39,0
SUN_PRAIRIE_49_R5,Mule deer,39,28
SUN_PRAIRIE_49_R5,Pronghorn,39,0
SUN_PRAIRIE_49_R5,White-tailed deer,39,0
SUN_PRAIRIE_49_R5,American bison,40,0
SUN_PRAIRIE_49_R5,Coyote,40,0
SUN_PRAIRIE_49_R5,Mule deer,40,0
SUN_PRAIRIE_49_R5,Pronghorn,40,0
SUN_PRAIRIE_49_R5,White-tailed deer,40,0
SUN_PRAIRIE_49_R5,American bison,41,114
SUN_PRAIRIE_49_R5,Coyote,41,0
SUN_PRAIRIE_49_R5,Mule deer,41,0
SUN_PRAIRIE_49_R5,Pronghorn,41,0
SUN_PRAIRIE_49_R5,White-tailed deer,41,0
SUN_PRAIRIE_50_R1,American bison,21,143
SUN_PRAIRIE_50_R1,Coyote,21,0
SUN_PRAIRIE_50_R1,Mule deer,21,0
SUN_PRAIRIE_50_R1,Pronghorn,21,0
SUN_PRAIRIE_50_R1,White-tailed deer,21,0
SUN_PRAIRIE_50_R1,American bison,22,0
SUN_PRAIRIE_50_R1,Coyote,22,0
SUN_PRAIRIE_50_R1,Mule deer,22,0
SUN_PRAIRIE_50_R1,Pronghorn,22,0
SUN_PRAIRIE_50_R1,White-tailed deer,22,0
SUN_PRAIRIE_50_R1,American bison,23,0
SUN_PRAIRIE_50_R1,Coyote,23,0
SUN_PRAIRIE_50_R1,Mule deer,23,0
SUN_PRAIRIE_50_R1,Pronghorn,23,0
SUN_PRAIRIE_50_R1,White-tailed deer,23,0
SUN_PRAIRIE_50_R1,American bison,24,0
SUN_PRAIRIE_50_R1,Coyote,24,0
SUN_PRAIRIE_50_R1,Mule deer,24,0
SUN_PRAIRIE_50_R1,Pronghorn,24,0
SUN_PRAIRIE_50_R1,White-tailed deer,24,0
SUN_PRAIRIE_50_R1,American bison,25,0
SUN_PRAIRIE_50_R1,Coyote,25,0
SUN_PRAIRIE_50_R1,Mule deer,25,0
SUN_PRAIRIE_50_R1,Pronghorn,25,0
SUN_PRAIRIE_50_R1,White-tailed deer,25,0
SUN_PRAIRIE_50_R2,American bison,25,0
SUN_PRAIRIE_50_R2,Coyote,25,0
SUN_PRAIRIE_50_R2,Mule deer,25,0
SUN_PRAIRIE_50_R2,Pronghorn,25,0
SUN_PRAIRIE_50_R2,White-tailed deer,25,0
SUN_PRAIRIE_50_R2,American bison,26,0
SUN_PRAIRIE_50_R2,Coyote,26,0
SUN_PRAIRIE_50_R2,Mule deer,26,0
SUN_PRAIRIE_50_R2,Pronghorn,26,0
SUN_PRAIRIE_50_R2,White-tailed deer,26,0
SUN_PRAIRIE_50_R2,American bison,27,0
SUN_PRAIRIE_50_R2,Coyote,27,0
SUN_PRAIRIE_50_R2,Mule deer,27,0
SUN_PRAIRIE_50_R2,Pronghorn,27,0
SUN_PRAIRIE_50_R2,White-tailed deer,27,0
SUN_PRAIRIE_50_R2,American bison,28,0
SUN_PRAIRIE_50_R2,Coyote,28,0
SUN_PRAIRIE_50_R2,Mule deer,28,0
SUN_PRAIRIE_50_R2,Pronghorn,28,0
SUN_PRAIRIE_50_R2,White-tailed deer,28,0
SUN_PRAIRIE_50_R2,American bison,29,0
SUN_PRAIRIE_50_R2,Coyote,29,0
SUN_PRAIRIE_50_R2,Mule deer,29,0
SUN_PRAIRIE_50_R2,Pronghorn,29,0
SUN_PRAIRIE_50_R2,White-tailed deer,29,0
SUN_PRAIRIE_50_R2,American bison,30,0
SUN_PRAIRIE_50_R2,Coyote,30,0
SUN_PRAIRIE_50_R2,Mule deer,30,0
SUN_PRAIRIE_50_R2,Pronghorn,30,0
SUN_PRAIRIE_50_R2,White-tailed deer,30,0
SUN_PRAIRIE_50_R3,American bison,30,0
SUN_PRAIRIE_50_R3,Coyote,30,0
SUN_PRAIRIE_50_R3,Mule deer,30,0
SUN_PRAIRIE_50_R3,Pronghorn,30,0
SUN_PRAIRIE_50_R3,White-tailed deer,30,0
SUN_PRAIRIE_50_R3,American bison,31,0
SUN_PRAIRIE_50_R3,Coyote,31,0
SUN_PRAIRIE_50_R3,Mule deer,31,0
SUN_PRAIRIE_50_R3,Pronghorn,31,0
SUN_PRAIRIE_50_R3,White-tailed deer,31,0
SUN_PRAIRIE_50_R3,American bison,32,0
SUN_PRAIRIE_50_R3,Coyote,32,0
SUN_PRAIRIE_50_R3,Mule deer,32,11
SUN_PRAIRIE_50_R3,Pronghorn,32,0
SUN_PRAIRIE_50_R3,White-tailed deer,32,0
SUN_PRAIRIE_50_R3,American bison,33,3
SUN_PRAIRIE_50_R3,Coyote,33,0
SUN_PRAIRIE_50_R3,Mule deer,33,0
SUN_PRAIRIE_50_R3,Pronghorn,33,0
SUN_PRAIRIE_50_R3,White-tailed deer,33,0
SUN_PRAIRIE_50_R3,American bison,34,0
SUN_PRAIRIE_50_R3,Coyote,34,0
SUN_PRAIRIE_50_R3,Mule deer,34,0
SUN_PRAIRIE_50_R3,Pronghorn,34,0
SUN_PRAIRIE_50_R3,White-tailed deer,34,0
SUN_PRAIRIE_50_R3,American bison,35,0
SUN_PRAIRIE_50_R3,Coyote,35,0
SUN_PRAIRIE_50_R3,Mule deer,35,0
SUN_PRAIRIE_50_R3,Pronghorn,35,0
SUN_PRAIRIE_50_R3,White-tailed deer,35,0
SUN_PRAIRIE_50_R4,American bison,34,0
SUN_PRAIRIE_50_R4,Coyote,34,0
SUN_PRAIRIE_50_R4,Mule deer,34,0
SUN_PRAIRIE_50_R4,Pronghorn,34,0
SUN_PRAIRIE_50_R4,White-tailed deer,34,0
SUN_PRAIRIE_50_R4,American bison,35,0
SUN_PRAIRIE_50_R4,Coyote,35,0
SUN_PRAIRIE_50_R4,Mule deer,35,0
SUN_PRAIRIE_50_R4,Pronghorn,35,0
SUN_PRAIRIE_50_R4,White-tailed deer,35,0
SUN_PRAIRIE_50_R4,American bison,36,3
SUN_PRAIRIE_50_R4,Coyote,36,0
SUN_PRAIRIE_50_R4,Mule deer,36,15
SUN_PRAIRIE_50_R4,Pronghorn,36,0
SUN_PRAIRIE_50_R4,White-tailed deer,36,0
SUN_PRAIRIE_50_R4,American bison,37,3
SUN_PRAIRIE_50_R4,Coyote,37,0
SUN_PRAIRIE_50_R4,Mule deer,37,0
SUN_PRAIRIE_50_R4,Pronghorn,37,0
SUN_PRAIRIE_50_R4,White-tailed deer,37,0
SUN_PRAIRIE_50_R4,American bison,38,0
SUN_PRAIRIE_50_R4,Coyote,38,0
SUN_PRAIRIE_50_R4,Mule deer,38,0
SUN_PRAIRIE_50_R4,Pronghorn,38,0
SUN_PRAIRIE_50_R4,White-tailed deer,38,0
SUN_PRAIRIE_50_R5,American bison,38,0
SUN_PRAIRIE_50_R5,Coyote,38,0
SUN_PRAIRIE_50_R5,Mule deer,38,0
SUN_PRAIRIE_50_R5,Pronghorn,38,0
SUN_PRAIRIE_50_R5,White-tailed deer,38,0
SUN_PRAIRIE_50_R5,American bison,39,0
SUN_PRAIRIE_50_R5,Coyote,39,0
SUN_PRAIRIE_50_R5,Mule deer,39,0
SUN_PRAIRIE_50_R5,Pronghorn,39,0
SUN_PRAIRIE_50_R5,White-tailed deer,39,0
SUN_PRAIRIE_50_R5,American bison,40,22
SUN_PRAIRIE_50_R5,Coyote,40,0
SUN_PRAIRIE_50_R5,Mule deer,40,5
SUN_PRAIRIE_50_R5,Pronghorn,40,0
SUN_PRAIRIE_50_R5,White-tailed deer,40,0
SUN_PRAIRIE_50_R5,American bison,41,61
SUN_PRAIRIE_50_R5,Coyote,41,0
SUN_PRAIRIE_50_R5,Mule deer,41,0
SUN_PRAIRIE_50_R5,Pronghorn,41,0
SUN_PRAIRIE_50_R5,White-tailed deer,41,0
SUN_PRAIRIE_52_R1,American bison,21,0
SUN_PRAIRIE_52_R1,Coyote,21,0
SUN_PRAIRIE_52_R1,Mule deer,21,5
SUN_PRAIRIE_52_R1,Pronghorn,21,0
SUN_PRAIRIE_52_R1,White-tailed deer,21,0
SUN_PRAIRIE_52_R1,American bison,22,0
SUN_PRAIRIE_52_R1,Coyote,22,0
SUN_PRAIRIE_52_R1,Mule deer,22,18
SUN_PRAIRIE_52_R1,Pronghorn,22,0
SUN_PRAIRIE_52_R1,White-tailed deer,22,0
SUN_PRAIRIE_52_R1,American bison,23,0
SUN_PRAIRIE_52_R1,Coyote,23,0
SUN_PRAIRIE_52_R1,Mule deer,23,0
SUN_PRAIRIE_52_R1,Pronghorn,23,0
SUN_PRAIRIE_52_R1,White-tailed deer,23,0
SUN_PRAIRIE_52_R1,American bison,24,0
SUN_PRAIRIE_52_R1,Coyote,24,0
SUN_PRAIRIE_52_R1,Mule deer,24,0
SUN_PRAIRIE_52_R1,Pronghorn,24,0
SUN_PRAIRIE_52_R1,White-tailed deer,24,0
SUN_PRAIRIE_52_R1,American bison,25,0
SUN_PRAIRIE_52_R1,Coyote,25,0
SUN_PRAIRIE_52_R1,Mule deer,25,0
SUN_PRAIRIE_52_R1,Pronghorn,25,0
SUN_PRAIRIE_52_R1,White-tailed deer,25,0
SUN_PRAIRIE_52_R2,American bison,25,0
SUN_PRAIRIE_52_R2,Coyote,25,0
SUN_PRAIRIE_52_R2,Mule deer,25,0
SUN_PRAIRIE_52_R2,Pronghorn,25,0
SUN_PRAIRIE_52_R2,White-tailed deer,25,0
SUN_PRAIRIE_52_R2,American bison,26,0
SUN_PRAIRIE_52_R2,Coyote,26,0
SUN_PRAIRIE_52_R2,Mule deer,26,32
SUN_PRAIRIE_52_R2,Pronghorn,26,0
SUN_PRAIRIE_52_R2,White-tailed deer,26,15
SUN_PRAIRIE_52_R2,American bison,27,0
SUN_PRAIRIE_52_R2,Coyote,27,0
SUN_PRAIRIE_52_R2,Mule deer,27,0
SUN_PRAIRIE_52_R2,Pronghorn,27,0
SUN_PRAIRIE_52_R2,White-tailed deer,27,0
SUN_PRAIRIE_52_R2,American bison,28,0
SUN_PRAIRIE_52_R2,Coyote,28,0
SUN_PRAIRIE_52_R2,Mule deer,28,88
SUN_PRAIRIE_52_R2,Pronghorn,28,0
SUN_PRAIRIE_52_R2,White-tailed deer,28,0
SUN_PRAIRIE_52_R2,American bison,29,0
SUN_PRAIRIE_52_R2,Coyote,29,0
SUN_PRAIRIE_52_R2,Mule deer,29,1
SUN_PRAIRIE_52_R2,Pronghorn,29,0
SUN_PRAIRIE_52_R2,White-tailed deer,29,0
SUN_PRAIRIE_52_R2,American bison,30,0
SUN_PRAIRIE_52_R2,Coyote,30,0
SUN_PRAIRIE_52_R2,Mule deer,30,0
SUN_PRAIRIE_52_R2,Pronghorn,30,0
SUN_PRAIRIE_52_R2,White-tailed deer,30,0
SUN_PRAIRIE_52_R3,American bison,30,0
SUN_PRAIRIE_52_R3,Coyote,30,0
SUN_PRAIRIE_52_R3,Mule deer,30,35
SUN_PRAIRIE_52_R3,Pronghorn,30,0
SUN_PRAIRIE_52_R3,White-tailed deer,30,0
SUN_PRAIRIE_52_R3,American bison,31,0
SUN_PRAIRIE_52_R3,Coyote,31,0
SUN_PRAIRIE_52_R3,Mule deer,31,11
SUN_PRAIRIE_52_R3,Pronghorn,31,0
SUN_PRAIRIE_52_R3,White-tailed deer,31,0
SUN_PRAIRIE_52_R3,American bison,32,0
SUN_PRAIRIE_52_R3,Coyote,32,0
SUN_PRAIRIE_52_R3,Mule deer,32,0
SUN_PRAIRIE_52_R3,Pronghorn,32,0
SUN_PRAIRIE_52_R3,White-tailed deer,32,0
SUN_PRAIRIE_52_R3,American bison,33,0
SUN_PRAIRIE_52_R3,Coyote,33,0
SUN_PRAIRIE_52_R3,Mule deer,33,0
SUN_PRAIRIE_52_R3,Pronghorn,33,0
SUN_PRAIRIE_52_R3,White-tailed deer,33,0
SUN_PRAIRIE_52_R3,American bison,34,0
SUN_PRAIRIE_52_R3,Coyote,34,0
SUN_PRAIRIE_52_R3,Mule deer,34,0
SUN_PRAIRIE_52_R3,Pronghorn,34,0
SUN_PRAIRIE_52_R3,White-tailed deer,34,0
SUN_PRAIRIE_52_R4,American bison,34,0
SUN_PRAIRIE_52_R4,Coyote,34,0
SUN_PRAIRIE_52_R4,Mule deer,34,0
SUN_PRAIRIE_52_R4,Pronghorn,34,0
SUN_PRAIRIE_52_R4,White-tailed deer,34,0
SUN_PRAIRIE_52_R4,American bison,35,0
SUN_PRAIRIE_52_R4,Coyote,35,0
SUN_PRAIRIE_52_R4,Mule deer,35,0
SUN_PRAIRIE_52_R4,Pronghorn,35,0
SUN_PRAIRIE_52_R4,White-tailed deer,35,0
SUN_PRAIRIE_52_R4,American bison,36,0
SUN_PRAIRIE_52_R4,Coyote,36,0
SUN_PRAIRIE_52_R4,Mule deer,36,0
SUN_PRAIRIE_52_R4,Pronghorn,36,0
SUN_PRAIRIE_52_R4,White-tailed deer,36,0
SUN_PRAIRIE_52_R4,American bison,37,8
SUN_PRAIRIE_52_R4,Coyote,37,0
SUN_PRAIRIE_52_R4,Mule deer,37,0
SUN_PRAIRIE_52_R4,Pronghorn,37,0
SUN_PRAIRIE_52_R4,White-tailed deer,37,0
SUN_PRAIRIE_52_R4,American bison,38,1
SUN_PRAIRIE_52_R4,Coyote,38,0
SUN_PRAIRIE_52_R4,Mule deer,38,0
SUN_PRAIRIE_52_R4,Pronghorn,38,0
SUN_PRAIRIE_52_R4,White-tailed deer,38,0
SUN_PRAIRIE_52_R5,American bison,38,0
SUN_PRAIRIE_52_R5,Coyote,38,0
SUN_PRAIRIE_52_R5,Mule deer,38,0
SUN_PRAIRIE_52_R5,Pronghorn,38,0
SUN_PRAIRIE_52_R5,White-tailed deer,38,0
SUN_PRAIRIE_52_R5,American bison,39,0
SUN_PRAIRIE_52_R5,Coyote,39,0
SUN_PRAIRIE_52_R5,Mule deer,39,0
SUN_PRAIRIE_52_R5,Pronghorn,39,0
SUN_PRAIRIE_52_R5,White-tailed deer,39,0
SUN_PRAIRIE_52_R5,American bison,40,0
SUN_PRAIRIE_52_R5,Coyote,40,0
SUN_PRAIRIE_52_R5,Mule deer,40,0
SUN_PRAIRIE_52_R5,Pronghorn,40,0
SUN_PRAIRIE_52_R5,White-tailed deer,40,0
SUN_PRAIRIE_52_R5,American bison,41,0
SUN_PRAIRIE_52_R5,Coyote,41,0
SUN_PRAIRIE_52_R5,Mule deer,41,0
SUN_PRAIRIE_52_R5,Pronghorn,41,0
SUN_PRAIRIE_52_R5,White-tailed deer,41,0
SUN_PRAIRIE_53_R1,American bison,21,0
SUN_PRAIRIE_53_R1,Coyote,21,0
SUN_PRAIRIE_53_R1,Mule deer,21,10
SUN_PRAIRIE_53_R1,Pronghorn,21,0
SUN_PRAIRIE_53_R1,White-tailed deer,21,0
SUN_PRAIRIE_53_R1,American bison,22,0
SUN_PRAIRIE_53_R1,Coyote,22,2
SUN_PRAIRIE_53_R1,Mule deer,22,184
SUN_PRAIRIE_53_R1,Pronghorn,22,0
SUN_PRAIRIE_53_R1,White-tailed deer,22,0
SUN_PRAIRIE_53_R1,American bison,23,9
SUN_PRAIRIE_53_R1,Coyote,23,0
SUN_PRAIRIE_53_R1,Mule deer,23,10
SUN_PRAIRIE_53_R1,Pronghorn,23,10
SUN_PRAIRIE_53_R1,White-tailed deer,23,0
SUN_PRAIRIE_53_R1,American bison,24,0
SUN_PRAIRIE_53_R1,Coyote,24,0
SUN_PRAIRIE_53_R1,Mule deer,24,22
SUN_PRAIRIE_53_R1,Pronghorn,24,10
SUN_PRAIRIE_53_R1,White-tailed deer,24,0
SUN_PRAIRIE_53_R1,American bison,25,0
SUN_PRAIRIE_53_R1,Coyote,25,0
SUN_PRAIRIE_53_R1,Mule deer,25,0
SUN_PRAIRIE_53_R1,Pronghorn,25,0
SUN_PRAIRIE_53_R1,White-tailed deer,25,0
SUN_PRAIRIE_53_R2,American bison,25,0
SUN_PRAIRIE_53_R2,Coyote,25,0
SUN_PRAIRIE_53_R2,Mule deer,25,0
SUN_PRAIRIE_53_R2,Pronghorn,25,0
SUN_PRAIRIE_53_R2,White-tailed deer,25,0
SUN_PRAIRIE_53_R2,American bison,26,0
SUN_PRAIRIE_53_R2,Coyote,26,0
SUN_PRAIRIE_53_R2,Mule deer,26,0
SUN_PRAIRIE_53_R2,Pronghorn,26,0
SUN_PRAIRIE_53_R2,White-tailed deer,26,0
SUN_PRAIRIE_53_R2,American bison,27,0
SUN_PRAIRIE_53_R2,Coyote,27,0
SUN_PRAIRIE_53_R2,Mule deer,27,0
SUN_PRAIRIE_53_R2,Pronghorn,27,0
SUN_PRAIRIE_53_R2,White-tailed deer,27,0
SUN_PRAIRIE_53_R2,American bison,28,0
SUN_PRAIRIE_53_R2,Coyote,28,0
SUN_PRAIRIE_53_R2,Mule deer,28,0
SUN_PRAIRIE_53_R2,Pronghorn,28,0
SUN_PRAIRIE_53_R2,White-tailed deer,28,0
SUN_PRAIRIE_53_R2,American bison,29,0
SUN_PRAIRIE_53_R2,Coyote,29,0
SUN_PRAIRIE_53_R2,Mule deer,29,0
SUN_PRAIRIE_53_R2,Pronghorn,29,0
SUN_PRAIRIE_53_R2,White-tailed deer,29,0
SUN_PRAIRIE_53_R2,American bison,30,0
SUN_PRAIRIE_53_R2,Coyote,30,0
SUN_PRAIRIE_53_R2,Mule deer,30,0
SUN_PRAIRIE_53_R2,Pronghorn,30,0
SUN_PRAIRIE_53_R2,White-tailed deer,30,0
SUN_PRAIRIE_53_R3,American bison,30,0
SUN_PRAIRIE_53_R3,Coyote,30,0
SUN_PRAIRIE_53_R3,Mule deer,30,0
SUN_PRAIRIE_53_R3,Pronghorn,30,0
SUN_PRAIRIE_53_R3,White-tailed deer,30,0
SUN_PRAIRIE_53_R3,American bison,31,0
SUN_PRAIRIE_53_R3,Coyote,31,0
