deployment_id,species,time_in_fov_s,image_time_s,duration_days
SUN_PRAIRIE_115_R5,Mule deer,118.53042885779459,146,6.596226852
SUN_PRAIRIE_115_R5,Pronghorn,0,0,6.596226852
SUN_PRAIRIE_115_R5,White-tailed deer,470.20444374607166,614,6.596226852
SUN_PRAIRIE_116_R1,American bison,80.23162795354425,82,11.86255787
SUN_PRAIRIE_116_R1,Coyote,0,0,11.86255787
SUN_PRAIRIE_116_R1,Mule deer,0,0,11.86255787
SUN_PRAIRIE_116_R1,Pronghorn,9.747172322022621,12,11.86255787
SUN_PRAIRIE_116_R1,White-tailed deer,0,0,11.86255787
SUN_PRAIRIE_116_R2,American bison,0,0,35.18453704
SUN_PRAIRIE_116_R2,Coyote,0,0,35.18453704
SUN_PRAIRIE_116_R2,Mule deer,0,0,35.18453704
SUN_PRAIRIE_116_R2,Pronghorn,0,0,35.18453704
SUN_PRAIRIE_116_R2,White-tailed deer,0,0,35.18453704
SUN_PRAIRIE_116_R3,American bison,0,0,29.75112269
SUN_PRAIRIE_116_R3,Coyote,0,0,29.75112269
SUN_PRAIRIE_116_R3,Mule deer,0,0,29.75112269
SUN_PRAIRIE_116_R3,Pronghorn,0,0,29.75112269
SUN_PRAIRIE_116_R3,White-tailed deer,0,0,29.75112269
SUN_PRAIRIE_116_R4,American bison,476.3446089961419,522,12.92016204
SUN_PRAIRIE_116_R4,Coyote,0,0,12.92016204
SUN_PRAIRIE_116_R4,Mule deer,0,0,12.92016204
SUN_PRAIRIE_116_R4,Pronghorn,0,0,12.92016204
SUN_PRAIRIE_116_R4,White-tailed deer,0,0,12.92016204
SUN_PRAIRIE_116_R5,American bison,1390.4263807432978,1000,7.471030093
SUN_PRAIRIE_116_R5,Coyote,0,0,7.471030093
SUN_PRAIRIE_116_R5,Mule deer,2.895506028498356,4,7.471030093
SUN_PRAIRIE_116_R5,Pronghorn,25.1667997338656,26,7.471030093
SUN_PRAIRIE_116_R5,White-tailed deer,0,0,7.471030093
SUN_PRAIRIE_117_R1,American bison,131.80162795354425,138,31.15579861
SUN_PRAIRIE_117_R1,Coyote,0,0,31.15579861
SUN_PRAIRIE_117_R1,Mule deer,0,0,31.15579861
SUN_PRAIRIE_117_R1,Pronghorn,459.3831370592149,528,31.15579861
SUN_PRAIRIE_117_R1,White-tailed deer,0,0,31.15579861
SUN_PRAIRIE_117_R2,American bison,0,0,35.20914352
SUN_PRAIRIE_117_R2,Coyote,0,0,35.20914352
SUN_PRAIRIE_117_R2,Mule deer,0,0,35.20914352
SUN_PRAIRIE_117_R2,Pronghorn,0,0,35.20914352
SUN_PRAIRIE_117_R2,White-tailed deer,0,0,35.20914352
SUN_PRAIRIE_117_R3,American bison,0,0,5.607222222
SUN_PRAIRIE_117_R3,Coyote,0,0,5.607222222
SUN_PRAIRIE_117_R3,Mule deer,0,0,5.607222222
SUN_PRAIRIE_117_R3,Pronghorn,0,0,5.607222222
SUN_PRAIRIE_117_R3,White-tailed deer,0,0,5.607222222
SUN_PRAIRIE_117_R4,American bison,362.37488386063274,382,31.88217593
SUN_PRAIRIE_117_R4,Coyote,0,0,31.88217593
SUN_PRAIRIE_117_R4,Mule deer,37.303454715219424,52,31.88217593
SUN_PRAIRIE_117_R4,Pronghorn,12.747172322022621,18,31.88217593
SUN_PRAIRIE_117_R4,White-tailed deer,0,0,31.88217593
SUN_PRAIRIE_117_R5,American bison,324.5037985582699,412,9.301030093
SUN_PRAIRIE_117_R5,Coyote,0,0,9.301030093
SUN_PRAIRIE_117_R5,Mule deer,0,0,9.301030093
SUN_PRAIRIE_117_R5,Pronghorn,0,0,9.301030093
SUN_PRAIRIE_117_R5,White-tailed deer,0,0,9.301030093
SUN_PRAIRIE_118_R1,American bison,365.88054265118143,248,31.70412037
SUN_PRAIRIE_118_R1,Coyote,0,0,31.70412037
SUN_PRAIRIE_118_R1,Mule deer,37.89550602849835,30,31.70412037
SUN_PRAIRIE_118_R1,Pronghorn,0,0,31.70412037
SUN_PRAIRIE_118_R1,White-tailed deer,0,0,31.70412037
SUN_PRAIRIE_118_R2,American bison,0,0,1.041655093
SUN_PRAIRIE_118_R2,Coyote,0,0,1.041655093
SUN_PRAIRIE_118_R2,Mule deer,0,0,1.041655093
SUN_PRAIRIE_118_R2,Pronghorn,0,0,1.041655093
SUN_PRAIRIE_118_R2,White-tailed deer,0,0,1.041655093
SUN_PRAIRIE_118_R3,American bison,0,0,28.04221065
SUN_PRAIRIE_118_R3,Coyote,0,0,28.04221065
SUN_PRAIRIE_118_R3,Mule deer,0,0,28.04221065
SUN_PRAIRIE_118_R3,Pronghorn,0,0,28.04221065
SUN_PRAIRIE_118_R3,White-tailed deer,0,0,28.04221065
SUN_PRAIRIE_118_R4,American bison,0,0,31.9259375
SUN_PRAIRIE_118_R4,Coyote,9.125274725274725,10,31.9259375
SUN_PRAIRIE_118_R4,Mule deer,0,0,31.9259375
SUN_PRAIRIE_118_R4,Pronghorn,2.7471723220226214,6,31.9259375
SUN_PRAIRIE_118_R4,White-tailed deer,0,0,31.9259375
SUN_PRAIRIE_118_R5,American bison,54.82108530236283,92,18.48417824
SUN_PRAIRIE_118_R5,Coyote,0,0,18.48417824
SUN_PRAIRIE_118_R5,Mule deer,0,0,18.48417824
SUN_PRAIRIE_118_R5,Pronghorn,38.74717232202262,40,18.48417824
SUN_PRAIRIE_118_R5,White-tailed deer,0,0,18.48417824
SUN_PRAIRIE_120_R1,American bison,0,0,31.11965278
SUN_PRAIRIE_120_R1,Coyote,0,0,31.11965278
SUN_PRAIRIE_120_R1,Mule deer,4.895506028498356,8,31.11965278
SUN_PRAIRIE_120_R1,Pronghorn,0,0,31.11965278
SUN_PRAIRIE_120_R1,White-tailed deer,797.2451914661481,1068,31.11965278
SUN_PRAIRIE_120_R2,American bison,0,0,38.84021991
SUN_PRAIRIE_120_R2,Coyote,0,0,38.84021991
SUN_PRAIRIE_120_R2,Mule deer,0,0,38.84021991
SUN_PRAIRIE_120_R2,Pronghorn,0,0,38.84021991
SUN_PRAIRIE_120_R2,White-tailed deer,0,0,38.84021991
SUN_PRAIRIE_120_R3,American bison,0,0,26.10076389
SUN_PRAIRIE_120_R3,Coyote,0,0,26.10076389
SUN_PRAIRIE_120_R3,Mule deer,0,0,26.10076389
SUN_PRAIRIE_120_R3,Pronghorn,0,0,26.10076389
SUN_PRAIRIE_120_R3,White-tailed deer,0,0,26.10076389
SUN_PRAIRIE_120_R4,American bison,26.82108530236283,24,31.91858796
SUN_PRAIRIE_120_R4,Coyote,0,0,31.91858796
SUN_PRAIRIE_120_R4,Mule deer,95.00657024428962,98,31.91858796
SUN_PRAIRIE_120_R4,Pronghorn,0,0,31.91858796
SUN_PRAIRIE_120_R4,White-tailed deer,157.34466142164618,172,31.91858796
SUN_PRAIRIE_120_R5,American bison,0,0,21.17347222
SUN_PRAIRIE_120_R5,Coyote,0,0,21.17347222
SUN_PRAIRIE_120_R5,Mule deer,119.47701091866325,242,21.17347222
SUN_PRAIRIE_120_R5,Pronghorn,22.241516966067863,44,21.17347222
SUN_PRAIRIE_120_R5,White-tailed deer,53.84580950774938,80,21.17347222
SUN_PRAIRIE_13_R1,American bison,0,0,24.74930556
SUN_PRAIRIE_13_R1,Coyote,0,0,24.74930556
SUN_PRAIRIE_13_R1,Mule deer,307.6605663134819,514,24.74930556
SUN_PRAIRIE_13_R1,Pronghorn,4.747172322022621,8,24.74930556
SUN_PRAIRIE_13_R1,White-tailed deer,0,0,24.74930556
SUN_PRAIRIE_13_R2,American bison,0,0,34.96982639
SUN_PRAIRIE_13_R2,Coyote,0,0,34.96982639
SUN_PRAIRIE_13_R2,Mule deer,0,0,34.96982639
SUN_PRAIRIE_13_R2,Pronghorn,0,0,34.96982639
SUN_PRAIRIE_13_R2,White-tailed deer,0,0,34.96982639
SUN_PRAIRIE_13_R3,American bison,0,0,28.95341435
SUN_PRAIRIE_13_R3,Coyote,0,0,28.95341435
SUN_PRAIRIE_13_R3,Mule deer,0,0,28.95341435
SUN_PRAIRIE_13_R3,Pronghorn,0,0,28.95341435
SUN_PRAIRIE_13_R3,White-tailed deer,0,0,28.95341435
SUN_PRAIRIE_13_R4,American bison,230.41054265118143,240,14.36488426
SUN_PRAIRIE_13_R4,Coyote,0,0,14.36488426
SUN_PRAIRIE_13_R4,Mule deer,40.791012056996706,128,14.36488426
SUN_PRAIRIE_13_R4,Pronghorn,0,0,14.36488426
SUN_PRAIRIE_13_R4,White-tailed deer,0,0,14.36488426
SUN_PRAIRIE_13_R5,American bison,0,0,20.02763889
SUN_PRAIRIE_13_R5,Coyote,0,0,20.02763889
SUN_PRAIRIE_13_R5,Mule deer,0,0,20.02763889
SUN_PRAIRIE_13_R5,Pronghorn,0,0,20.02763889
SUN_PRAIRIE_13_R5,White-tailed deer,0,0,20.02763889
SUN_PRAIRIE_14_R1,American bison,104.82108530236283,52,25.72059028
SUN_PRAIRIE_14_R1,Coyote,0,0,25.72059028
SUN_PRAIRIE_14_R1,Mule deer,140.4775301424918,224,25.72059028
SUN_PRAIRIE_14_R1,Pronghorn,0,0,25.72059028
SUN_PRAIRIE_14_R1,White-tailed deer,0,0,25.72059028
SUN_PRAIRIE_14_R2,American bison,0,0,34.96732639
SUN_PRAIRIE_14_R2,Coyote,0,0,34.96732639
SUN_PRAIRIE_14_R2,Mule deer,0,0,34.96732639
SUN_PRAIRIE_14_R2,Pronghorn,0,0,34.96732639
SUN_PRAIRIE_14_R2,White-tailed deer,0,0,34.96732639
SUN_PRAIRIE_14_R3,American bison,0,0,28.972511570000002
SUN_PRAIRIE_14_R3,Coyote,0,0,28.972511570000002
SUN_PRAIRIE_14_R3,Mule deer,0,0,28.972511570000002
SUN_PRAIRIE_14_R3,Pronghorn,0,0,28.972511570000002
SUN_PRAIRIE_14_R3,White-tailed deer,0,0,28.972511570000002
SUN_PRAIRIE_14_R4,American bison,0,0,32.06395833
SUN_PRAIRIE_14_R4,Coyote,0,0,32.06395833
SUN_PRAIRIE_14_R4,Mule deer,0,0,32.06395833
SUN_PRAIRIE_14_R4,Pronghorn,0,0,32.06395833
SUN_PRAIRIE_14_R4,White-tailed deer,0,0,32.06395833
SUN_PRAIRIE_14_R5,American bison,0,0,11.71158565
SUN_PRAIRIE_14_R5,Coyote,22.04175824175824,28,11.71158565
SUN_PRAIRIE_14_R5,Mule deer,0,0,11.71158565
SUN_PRAIRIE_14_R5,Pronghorn,0,0,11.71158565
SUN_PRAIRIE_14_R5,White-tailed deer,0,0,11.71158565
SUN_PRAIRIE_18_R1,American bison,0,0,25.86083333
SUN_PRAIRIE_18_R1,Coyote,0,0,25.86083333
SUN_PRAIRIE_18_R1,Mule deer,29.47753014249178,48,25.86083333
SUN_PRAIRIE_18_R1,Pronghorn,0,0,25.86083333
SUN_PRAIRIE_18_R1,White-tailed deer,0,0,25.86083333
SUN_PRAIRIE_18_R2,American bison,0,0,33.08898148
SUN_PRAIRIE_18_R2,Coyote,0,0,33.08898148
SUN_PRAIRIE_18_R2,Mule deer,0,0,33.08898148
SUN_PRAIRIE_18_R2,Pronghorn,0,0,33.08898148
SUN_PRAIRIE_18_R2,White-tailed deer,0,0,33.08898148
SUN_PRAIRIE_18_R3,American bison,0,0,28.95243056
SUN_PRAIRIE_18_R3,Coyote,0,0,28.95243056
SUN_PRAIRIE_18_R3,Mule deer,0,0,28.95243056
SUN_PRAIRIE_18_R3,Pronghorn,0,0,28.95243056
SUN_PRAIRIE_18_R3,White-tailed deer,0,0,28.95243056
SUN_PRAIRIE_18_R4,American bison,0,0,32.05392361
SUN_PRAIRIE_18_R4,Coyote,0,0,32.05392361
SUN_PRAIRIE_18_R4,Mule deer,0,0,32.05392361
SUN_PRAIRIE_18_R4,Pronghorn,0,0,32.05392361
SUN_PRAIRIE_18_R4,White-tailed deer,0,0,32.05392361
SUN_PRAIRIE_18_R5,American bison,0,0,20.02363426
SUN_PRAIRIE_18_R5,Coyote,4.041758241758242,8,20.02363426
SUN_PRAIRIE_18_R5,Mule deer,0,0,20.02363426
SUN_PRAIRIE_18_R5,Pronghorn,0,0,20.02363426
SUN_PRAIRIE_18_R5,White-tailed deer,0,0,20.02363426
SUN_PRAIRIE_19_R1,American bison,0,0,8.118472222
SUN_PRAIRIE_19_R1,Coyote,0,0,8.118472222
SUN_PRAIRIE_19_R1,Mule deer,0,0,8.118472222
SUN_PRAIRIE_19_R1,Pronghorn,0,0,8.118472222
SUN_PRAIRIE_19_R1,White-tailed deer,0,0,8.118472222
SUN_PRAIRIE_19_R2,American bison,0,0,32.46592593
SUN_PRAIRIE_19_R2,Coyote,0,0,32.46592593
SUN_PRAIRIE_19_R2,Mule deer,0,0,32.46592593
SUN_PRAIRIE_19_R2,Pronghorn,0,0,32.46592593
SUN_PRAIRIE_19_R2,White-tailed deer,0,0,32.46592593
SUN_PRAIRIE_19_R3,American bison,0,0,28.95814815
SUN_PRAIRIE_19_R3,Coyote,0,0,28.95814815
SUN_PRAIRIE_19_R3,Mule deer,0,0,28.95814815
SUN_PRAIRIE_19_R3,Pronghorn,0,0,28.95814815
SUN_PRAIRIE_19_R3,White-tailed deer,0,0,28.95814815
SUN_PRAIRIE_19_R4,American bison,0,0,0
SUN_PRAIRIE_19_R4,Coyote,0,0,0
SUN_PRAIRIE_19_R4,Mule deer,0,0,0
SUN_PRAIRIE_19_R4,Pronghorn,0,0,0
SUN_PRAIRIE_19_R4,White-tailed deer,0,0,0
SUN_PRAIRIE_19_R5,American bison,0,0,20.02258102
SUN_PRAIRIE_19_R5,Coyote,0,0,20.02258102
SUN_PRAIRIE_19_R5,Mule deer,0,0,20.02258102
SUN_PRAIRIE_19_R5,Pronghorn,0,0,20.02258102
SUN_PRAIRIE_19_R5,White-tailed deer,0,0,20.02258102
SUN_PRAIRIE_23_R1,American bison,0,0,25.87056713
SUN_PRAIRIE_23_R1,Coyote,0,0,25.87056713
SUN_PRAIRIE_23_R1,Mule deer,23.895506028498357,40,25.87056713
SUN_PRAIRIE_23_R1,Pronghorn,6.747172322022621,12,25.87056713
SUN_PRAIRIE_23_R1,White-tailed deer,0,0,25.87056713
SUN_PRAIRIE_23_R2,American bison,0,0,22.97302083
SUN_PRAIRIE_23_R2,Coyote,0,0,22.97302083
SUN_PRAIRIE_23_R2,Mule deer,0,0,22.97302083
SUN_PRAIRIE_23_R2,Pronghorn,0,0,22.97302083
SUN_PRAIRIE_23_R2,White-tailed deer,0,0,22.97302083
SUN_PRAIRIE_23_R3,American bison,0,0,6.393449074
SUN_PRAIRIE_23_R3,Coyote,0,0,6.393449074
SUN_PRAIRIE_23_R3,Mule deer,0,0,6.393449074
SUN_PRAIRIE_23_R3,Pronghorn,0,0,6.393449074
SUN_PRAIRIE_23_R3,White-tailed deer,0,0,6.393449074
SUN_PRAIRIE_23_R4,American bison,0,0,8.020844907
SUN_PRAIRIE_23_R4,Coyote,0,0,8.020844907
SUN_PRAIRIE_23_R4,Mule deer,0,0,8.020844907
SUN_PRAIRIE_23_R4,Pronghorn,0,0,8.020844907
SUN_PRAIRIE_23_R4,White-tailed deer,0,0,8.020844907
SUN_PRAIRIE_23_R5,American bison,0,0,20.02259259
SUN_PRAIRIE_23_R5,Coyote,0,0,20.02259259
SUN_PRAIRIE_23_R5,Mule deer,0,0,20.02259259
SUN_PRAIRIE_23_R5,Pronghorn,0,0,20.02259259
SUN_PRAIRIE_23_R5,White-tailed deer,0,0,20.02259259
SUN_PRAIRIE_24_R1,American bison,165.97054265118143,156,15.20685185
SUN_PRAIRIE_24_R1,Coyote,0,0,15.20685185
SUN_PRAIRIE_24_R1,Mule deer,267.68099915610725,266,15.20685185
SUN_PRAIRIE_24_R1,Pronghorn,0,0,15.20685185
SUN_PRAIRIE_24_R1,White-tailed deer,0,0,15.20685185
SUN_PRAIRIE_24_R2,American bison,0,0,21.83200231
SUN_PRAIRIE_24_R2,Coyote,0,0,21.83200231
SUN_PRAIRIE_24_R2,Mule deer,0,0,21.83200231
SUN_PRAIRIE_24_R2,Pronghorn,0,0,21.83200231
SUN_PRAIRIE_24_R2,White-tailed deer,0,0,21.83200231
SUN_PRAIRIE_24_R3,American bison,0,0,28.88165509
SUN_PRAIRIE_24_R3,Coyote,0,0,28.88165509
SUN_PRAIRIE_24_R3,Mule deer,0,0,28.88165509
SUN_PRAIRIE_24_R3,Pronghorn,0,0,28.88165509
SUN_PRAIRIE_24_R3,White-tailed deer,0,0,28.88165509
SUN_PRAIRIE_24_R4,American bison,0,0,32.03774306
SUN_PRAIRIE_24_R4,Coyote,0,0,32.03774306
SUN_PRAIRIE_24_R4,Mule deer,0,0,32.03774306
SUN_PRAIRIE_24_R4,Pronghorn,0,0,32.03774306
SUN_PRAIRIE_24_R4,White-tailed deer,0,0,32.03774306
SUN_PRAIRIE_24_R5,American bison,822.5354265118142,638,18.97659722
SUN_PRAIRIE_24_R5,Coyote,0,0,18.97659722
SUN_PRAIRIE_24_R5,Mule deer,0,0,18.97659722
SUN_PRAIRIE_24_R5,Pronghorn,0,0,18.97659722
SUN_PRAIRIE_24_R5,White-tailed deer,0,0,18.97659722
SUN_PRAIRIE_25_R1,American bison,61.410542651181416,72,15.17244213
SUN_PRAIRIE_25_R1,Coyote,0,0,15.17244213
SUN_PRAIRIE_25_R1,Mule deer,2293.6601201777335,2256,15.17244213
SUN_PRAIRIE_25_R1,Pronghorn,0,0,15.17244213
SUN_PRAIRIE_25_R1,White-tailed deer,0,0,15.17244213
SUN_PRAIRIE_25_R3,American bison,0,0,28.89659722
SUN_PRAIRIE_25_R3,Coyote,0,0,28.89659722
SUN_PRAIRIE_25_R3,Mule deer,0,0,28.89659722
SUN_PRAIRIE_25_R3,Pronghorn,0,0,28.89659722
SUN_PRAIRIE_25_R3,White-tailed deer,0,0,28.89659722
SUN_PRAIRIE_25_R4,American bison,0,0,19.55023148
SUN_PRAIRIE_25_R4,Coyote,0,0,19.55023148
SUN_PRAIRIE_25_R4,Mule deer,0,0,19.55023148
SUN_PRAIRIE_25_R4,Pronghorn,0,0,19.55023148
SUN_PRAIRIE_25_R4,White-tailed deer,0,0,19.55023148
SUN_PRAIRIE_25_R5,American bison,0,0,19.86783565
SUN_PRAIRIE_25_R5,Coyote,0,0,19.86783565
SUN_PRAIRIE_25_R5,Mule deer,29.895506028498357,32,19.86783565
SUN_PRAIRIE_25_R5,Pronghorn,0,0,19.86783565
SUN_PRAIRIE_25_R5,White-tailed deer,0,0,19.86783565
SUN_PRAIRIE_26_R1,American bison,10.821085302362835,16,20.99165509
SUN_PRAIRIE_26_R1,Coyote,0,0,20.99165509
SUN_PRAIRIE_26_R1,Mule deer,61.09438253562295,38,20.99165509
SUN_PRAIRIE_26_R1,Pronghorn,0,0,20.99165509
SUN_PRAIRIE_26_R1,White-tailed deer,0,0,20.99165509
SUN_PRAIRIE_26_R2,American bison,0,0,6.541770833
SUN_PRAIRIE_26_R2,Coyote,0,0,6.541770833
SUN_PRAIRIE_26_R2,Mule deer,0,0,6.541770833
SUN_PRAIRIE_26_R2,Pronghorn,0,0,6.541770833
SUN_PRAIRIE_26_R2,White-tailed deer,0,0,6.541770833
SUN_PRAIRIE_26_R3,American bison,0,0,28.88149306
SUN_PRAIRIE_26_R3,Coyote,0,0,28.88149306
SUN_PRAIRIE_26_R3,Mule deer,0,0,28.88149306
SUN_PRAIRIE_26_R3,Pronghorn,0,0,28.88149306
SUN_PRAIRIE_26_R3,White-tailed deer,0,0,28.88149306
SUN_PRAIRIE_26_R4,American bison,0,0,0.657453704
SUN_PRAIRIE_26_R4,Coyote,0,0,0.657453704
SUN_PRAIRIE_26_R4,Mule deer,0,0,0.657453704
SUN_PRAIRIE_26_R4,Pronghorn,0,0,0.657453704
SUN_PRAIRIE_26_R4,White-tailed deer,0,0,0.657453704
SUN_PRAIRIE_26_R5,American bison,10.410542651181418,18,19.85465278
SUN_PRAIRIE_26_R5,Coyote,0,0,19.85465278
SUN_PRAIRIE_26_R5,Mule deer,33.82912524277445,74,19.85465278
SUN_PRAIRIE_26_R5,Pronghorn,0,0,19.85465278
SUN_PRAIRIE_26_R5,White-tailed deer,0,0,19.85465278
SUN_PRAIRIE_27_R1,American bison,568.1132559070885,384,29.30572917
SUN_PRAIRIE_27_R1,Coyote,0,0,29.30572917
SUN_PRAIRIE_27_R1,Mule deer,0,0,29.30572917
SUN_PRAIRIE_27_R1,Pronghorn,0,0,29.30572917
SUN_PRAIRIE_27_R1,White-tailed deer,0,0,29.30572917
SUN_PRAIRIE_27_R2,American bison,0,0,35.95834491
SUN_PRAIRIE_27_R2,Coyote,0,0,35.95834491
SUN_PRAIRIE_27_R2,Mule deer,0,0,35.95834491
SUN_PRAIRIE_27_R2,Pronghorn,0,0,35.95834491
SUN_PRAIRIE_27_R2,White-tailed deer,0,0,35.95834491
SUN_PRAIRIE_27_R3,American bison,0,0,26.85153935
SUN_PRAIRIE_27_R3,Coyote,0,0,26.85153935
SUN_PRAIRIE_27_R3,Mule deer,0,0,26.85153935
SUN_PRAIRIE_27_R3,Pronghorn,0,0,26.85153935
SUN_PRAIRIE_27_R3,White-tailed deer,0,0,26.85153935
SUN_PRAIRIE_27_R4,American bison,0,0,32.0075
SUN_PRAIRIE_27_R4,Coyote,0,0,32.0075
SUN_PRAIRIE_27_R4,Mule deer,0,0,32.0075
SUN_PRAIRIE_27_R4,Pronghorn,0,0,32.0075
SUN_PRAIRIE_27_R4,White-tailed deer,0,0,32.0075
SUN_PRAIRIE_27_R5,American bison,18.231627953544255,24,21.03034722
SUN_PRAIRIE_27_R5,Coyote,0,0,21.03034722
SUN_PRAIRIE_27_R5,Mule deer,269.86865546218485,402,21.03034722
SUN_PRAIRIE_27_R5,Pronghorn,0,0,21.03034722
SUN_PRAIRIE_27_R5,White-tailed deer,0,0,21.03034722
SUN_PRAIRIE_28_R1,American bison,147.57217060472567,124,31.18527778
SUN_PRAIRIE_28_R1,Coyote,0,0,31.18527778
SUN_PRAIRIE_28_R1,Mule deer,0,0,31.18527778
SUN_PRAIRIE_28_R1,Pronghorn,46.66717232202262,30,31.18527778
SUN_PRAIRIE_28_R1,White-tailed deer,0,0,31.18527778
SUN_PRAIRIE_28_R2,American bison,0,0,26.06422454
SUN_PRAIRIE_28_R2,Coyote,0,0,26.06422454
SUN_PRAIRIE_28_R2,Mule deer,0,0,26.06422454
SUN_PRAIRIE_28_R2,Pronghorn,0,0,26.06422454
SUN_PRAIRIE_28_R2,White-tailed deer,0,0,26.06422454
SUN_PRAIRIE_28_R3,American bison,0,0,12.34111111
SUN_PRAIRIE_28_R3,Coyote,0,0,12.34111111
SUN_PRAIRIE_28_R3,Mule deer,0,0,12.34111111
SUN_PRAIRIE_28_R3,Pronghorn,0,0,12.34111111
SUN_PRAIRIE_28_R3,White-tailed deer,0,0,12.34111111
SUN_PRAIRIE_28_R4,American bison,0,0,28.06472222
SUN_PRAIRIE_28_R4,Coyote,0,0,28.06472222
SUN_PRAIRIE_28_R4,Mule deer,0,0,28.06472222
SUN_PRAIRIE_28_R4,Pronghorn,0,0,28.06472222
SUN_PRAIRIE_28_R4,White-tailed deer,0,0,28.06472222
SUN_PRAIRIE_28_R5,American bison,91.07271325590709,46,13.59225694
SUN_PRAIRIE_28_R5,Coyote,0,0,13.59225694
SUN_PRAIRIE_28_R5,Mule deer,140.4085421994885,176,13.59225694
SUN_PRAIRIE_28_R5,Pronghorn,0,0,13.59225694
SUN_PRAIRIE_28_R5,White-tailed deer,0,0,13.59225694
SUN_PRAIRIE_30_R1,American bison,0,0,25.0290162
SUN_PRAIRIE_30_R1,Coyote,0,0,25.0290162
SUN_PRAIRIE_30_R1,Mule deer,0,0,25.0290162
SUN_PRAIRIE_30_R1,Pronghorn,0,0,25.0290162
SUN_PRAIRIE_30_R1,White-tailed deer,0,0,25.0290162
SUN_PRAIRIE_30_R2,American bison,0,0,14.75215278
SUN_PRAIRIE_30_R2,Coyote,0,0,14.75215278
SUN_PRAIRIE_30_R2,Mule deer,0,0,14.75215278
SUN_PRAIRIE_30_R2,Pronghorn,0,0,14.75215278
SUN_PRAIRIE_30_R2,White-tailed deer,0,0,14.75215278
SUN_PRAIRIE_30_R3,American bison,0,0,28.84487269
SUN_PRAIRIE_30_R3,Coyote,0,0,28.84487269
SUN_PRAIRIE_30_R3,Mule deer,0,0,28.84487269
SUN_PRAIRIE_30_R3,Pronghorn,0,0,28.84487269
SUN_PRAIRIE_30_R3,White-tailed deer,0,0,28.84487269
SUN_PRAIRIE_30_R4,American bison,0,0,32.06466435
SUN_PRAIRIE_30_R4,Coyote,0,0,32.06466435
SUN_PRAIRIE_30_R4,Mule deer,0,0,32.06466435
SUN_PRAIRIE_30_R4,Pronghorn,0,0,32.06466435
SUN_PRAIRIE_30_R4,White-tailed deer,0,0,32.06466435
SUN_PRAIRIE_30_R5,American bison,0,0,20.08667824
SUN_PRAIRIE_30_R5,Coyote,0,0,20.08667824
SUN_PRAIRIE_30_R5,Mule deer,0,0,20.08667824
SUN_PRAIRIE_30_R5,Pronghorn,0,0,20.08667824
SUN_PRAIRIE_30_R5,White-tailed deer,0,0,20.08667824
SUN_PRAIRIE_31_R1,American bison,0,0,25.95986111
SUN_PRAIRIE_31_R1,Coyote,0,0,25.95986111
SUN_PRAIRIE_31_R1,Mule deer,0,0,25.95986111
SUN_PRAIRIE_31_R1,Pronghorn,0,0,25.95986111
SUN_PRAIRIE_31_R1,White-tailed deer,0,0,25.95986111
SUN_PRAIRIE_31_R2,American bison,0,0,19.17137731
SUN_PRAIRIE_31_R2,Coyote,0,0,19.17137731
SUN_PRAIRIE_31_R2,Mule deer,0,0,19.17137731
SUN_PRAIRIE_31_R2,Pronghorn,0,0,19.17137731
SUN_PRAIRIE_31_R2,White-tailed deer,0,0,19.17137731
SUN_PRAIRIE_31_R3,American bison,0,0,28.94449074
SUN_PRAIRIE_31_R3,Coyote,0,0,28.94449074
SUN_PRAIRIE_31_R3,Mule deer,0,0,28.94449074
SUN_PRAIRIE_31_R3,Pronghorn,0,0,28.94449074
SUN_PRAIRIE_31_R3,White-tailed deer,0,0,28.94449074
SUN_PRAIRIE_31_R4,American bison,0,0,32.05028935
SUN_PRAIRIE_31_R4,Coyote,0,0,32.05028935
SUN_PRAIRIE_31_R4,Mule deer,0,0,32.05028935
SUN_PRAIRIE_31_R4,Pronghorn,0,0,32.05028935
SUN_PRAIRIE_31_R4,White-tailed deer,0,0,32.05028935
SUN_PRAIRIE_31_R5,American bison,0,0,19.96869213
SUN_PRAIRIE_31_R5,Coyote,0,0,19.96869213
SUN_PRAIRIE_31_R5,Mule deer,0,0,19.96869213
SUN_PRAIRIE_31_R5,Pronghorn,0,0,19.96869213
SUN_PRAIRIE_31_R5,White-tailed deer,0,0,19.96869213
SUN_PRAIRIE_32_R1,American bison,4.410542651181418,4,2.119652778
SUN_PRAIRIE_32_R1,Coyote,0,0,2.119652778
SUN_PRAIRIE_32_R1,Mule deer,0,0,2.119652778
SUN_PRAIRIE_32_R1,Pronghorn,0,0,2.119652778
SUN_PRAIRIE_32_R1,White-tailed deer,0,0,2.119652778
SUN_PRAIRIE_32_R2,American bison,0,0,11.40952546
SUN_PRAIRIE_32_R2,Coyote,0,0,11.40952546
SUN_PRAIRIE_32_R2,Mule deer,0,0,11.40952546
SUN_PRAIRIE_32_R2,Pronghorn,0,0,11.40952546
SUN_PRAIRIE_32_R2,White-tailed deer,0,0,11.40952546
SUN_PRAIRIE_32_R3,American bison,0,0,0.155173611
SUN_PRAIRIE_32_R3,Coyote,0,0,0.155173611
SUN_PRAIRIE_32_R3,Mule deer,0,0,0.155173611
SUN_PRAIRIE_32_R3,Pronghorn,0,0,0.155173611
SUN_PRAIRIE_32_R3,White-tailed deer,0,0,0.155173611
