deployment_id,species,yday,n_images
SUN_PRAIRIE_23_R3,Coyote,216,0
SUN_PRAIRIE_23_R3,Mule deer,216,0
SUN_PRAIRIE_23_R3,Pronghorn,216,0
SUN_PRAIRIE_23_R3,White-tailed deer,216,0
SUN_PRAIRIE_23_R3,American bison,217,0
SUN_PRAIRIE_23_R3,Coyote,217,0
SUN_PRAIRIE_23_R3,Mule deer,217,0
SUN_PRAIRIE_23_R3,Pronghorn,217,0
SUN_PRAIRIE_23_R3,White-tailed deer,217,0
SUN_PRAIRIE_23_R3,American bison,218,0
SUN_PRAIRIE_23_R3,Coyote,218,0
SUN_PRAIRIE_23_R3,Mule deer,218,0
SUN_PRAIRIE_23_R3,Pronghorn,218,0
SUN_PRAIRIE_23_R3,White-tailed deer,218,0
SUN_PRAIRIE_23_R3,American bison,219,0
SUN_PRAIRIE_23_R3,Coyote,219,0
SUN_PRAIRIE_23_R3,Mule deer,219,0
SUN_PRAIRIE_23_R3,Pronghorn,219,0
SUN_PRAIRIE_23_R3,White-tailed deer,219,0
SUN_PRAIRIE_23_R3,American bison,220,0
SUN_PRAIRIE_23_R3,Coyote,220,0
SUN_PRAIRIE_23_R3,Mule deer,220,0
SUN_PRAIRIE_23_R3,Pronghorn,220,0
SUN_PRAIRIE_23_R3,White-tailed deer,220,0
SUN_PRAIRIE_23_R3,American bison,221,0
SUN_PRAIRIE_23_R3,Coyote,221,0
SUN_PRAIRIE_23_R3,Mule deer,221,0
SUN_PRAIRIE_23_R3,Pronghorn,221,0
SUN_PRAIRIE_23_R3,White-tailed deer,221,0
SUN_PRAIRIE_23_R3,American bison,222,0
SUN_PRAIRIE_23_R3,Coyote,222,0
SUN_PRAIRIE_23_R3,Mule deer,222,0
SUN_PRAIRIE_23_R3,Pronghorn,222,0
SUN_PRAIRIE_23_R3,White-tailed deer,222,0
SUN_PRAIRIE_23_R3,American bison,223,0
SUN_PRAIRIE_23_R3,Coyote,223,0
SUN_PRAIRIE_23_R3,Mule deer,223,0
SUN_PRAIRIE_23_R3,Pronghorn,223,0
SUN_PRAIRIE_23_R3,White-tailed deer,223,0
SUN_PRAIRIE_23_R3,American bison,224,0
SUN_PRAIRIE_23_R3,Coyote,224,0
SUN_PRAIRIE_23_R3,Mule deer,224,0
SUN_PRAIRIE_23_R3,Pronghorn,224,0
SUN_PRAIRIE_23_R3,White-tailed deer,224,0
SUN_PRAIRIE_23_R3,American bison,225,0
SUN_PRAIRIE_23_R3,Coyote,225,0
SUN_PRAIRIE_23_R3,Mule deer,225,0
SUN_PRAIRIE_23_R3,Pronghorn,225,0
SUN_PRAIRIE_23_R3,White-tailed deer,225,0
SUN_PRAIRIE_23_R3,American bison,226,0
SUN_PRAIRIE_23_R3,Coyote,226,0
SUN_PRAIRIE_23_R3,Mule deer,226,0
SUN_PRAIRIE_23_R3,Pronghorn,226,0
SUN_PRAIRIE_23_R3,White-tailed deer,226,0
SUN_PRAIRIE_23_R3,American bison,227,0
SUN_PRAIRIE_23_R3,Coyote,227,0
SUN_PRAIRIE_23_R3,Mule deer,227,0
SUN_PRAIRIE_23_R3,Pronghorn,227,0
SUN_PRAIRIE_23_R3,White-tailed deer,227,0
SUN_PRAIRIE_23_R3,American bison,228,0
SUN_PRAIRIE_23_R3,Coyote,228,0
SUN_PRAIRIE_23_R3,Mule deer,228,0
SUN_PRAIRIE_23_R3,Pronghorn,228,0
SUN_PRAIRIE_23_R3,White-tailed deer,228,0
SUN_PRAIRIE_23_R3,American bison,229,0
SUN_PRAIRIE_23_R3,Coyote,229,0
SUN_PRAIRIE_23_R3,Mule deer,229,0
SUN_PRAIRIE_23_R3,Pronghorn,229,0
SUN_PRAIRIE_23_R3,White-tailed deer,229,0
SUN_PRAIRIE_23_R3,American bison,230,0
SUN_PRAIRIE_23_R3,Coyote,230,0
SUN_PRAIRIE_23_R3,Mule deer,230,0
SUN_PRAIRIE_23_R3,Pronghorn,230,0
SUN_PRAIRIE_23_R3,White-tailed deer,230,0
SUN_PRAIRIE_23_R3,American bison,231,0
SUN_PRAIRIE_23_R3,Coyote,231,0
SUN_PRAIRIE_23_R3,Mule deer,231,0
SUN_PRAIRIE_23_R3,Pronghorn,231,0
SUN_PRAIRIE_23_R3,White-tailed deer,231,0
SUN_PRAIRIE_23_R3,American bison,232,0
SUN_PRAIRIE_23_R3,Coyote,232,0
SUN_PRAIRIE_23_R3,Mule deer,232,0
SUN_PRAIRIE_23_R3,Pronghorn,232,0
SUN_PRAIRIE_23_R3,White-tailed deer,232,0
SUN_PRAIRIE_23_R3,American bison,233,0
SUN_PRAIRIE_23_R3,Coyote,233,0
SUN_PRAIRIE_23_R3,Mule deer,233,0
SUN_PRAIRIE_23_R3,Pronghorn,233,0
SUN_PRAIRIE_23_R3,White-tailed deer,233,0
SUN_PRAIRIE_23_R4,American bison,233,0
SUN_PRAIRIE_23_R4,Coyote,233,0
SUN_PRAIRIE_23_R4,Mule deer,233,0
SUN_PRAIRIE_23_R4,Pronghorn,233,0
SUN_PRAIRIE_23_R4,White-tailed deer,233,0
SUN_PRAIRIE_23_R4,American bison,234,0
SUN_PRAIRIE_23_R4,Coyote,234,0
SUN_PRAIRIE_23_R4,Mule deer,234,0
SUN_PRAIRIE_23_R4,Pronghorn,234,0
SUN_PRAIRIE_23_R4,White-tailed deer,234,0
SUN_PRAIRIE_23_R4,American bison,235,0
SUN_PRAIRIE_23_R4,Coyote,235,0
SUN_PRAIRIE_23_R4,Mule deer,235,0
SUN_PRAIRIE_23_R4,Pronghorn,235,0
SUN_PRAIRIE_23_R4,White-tailed deer,235,0
SUN_PRAIRIE_23_R4,American bison,236,0
SUN_PRAIRIE_23_R4,Coyote,236,0
SUN_PRAIRIE_23_R4,Mule deer,236,0
SUN_PRAIRIE_23_R4,Pronghorn,236,0
SUN_PRAIRIE_23_R4,White-tailed deer,236,0
SUN_PRAIRIE_23_R4,American bison,237,0
SUN_PRAIRIE_23_R4,Coyote,237,0
SUN_PRAIRIE_23_R4,Mule deer,237,0
SUN_PRAIRIE_23_R4,Pronghorn,237,0
SUN_PRAIRIE_23_R4,White-tailed deer,237,0
SUN_PRAIRIE_23_R4,American bison,238,0
SUN_PRAIRIE_23_R4,Coyote,238,0
SUN_PRAIRIE_23_R4,Mule deer,238,0
SUN_PRAIRIE_23_R4,Pronghorn,238,0
SUN_PRAIRIE_23_R4,White-tailed deer,238,0
SUN_PRAIRIE_23_R4,American bison,239,0
SUN_PRAIRIE_23_R4,Coyote,239,0
SUN_PRAIRIE_23_R4,Mule deer,239,0
SUN_PRAIRIE_23_R4,Pronghorn,239,0
SUN_PRAIRIE_23_R4,White-tailed deer,239,0
SUN_PRAIRIE_23_R4,American bison,240,0
SUN_PRAIRIE_23_R4,Coyote,240,0
SUN_PRAIRIE_23_R4,Mule deer,240,0
SUN_PRAIRIE_23_R4,Pronghorn,240,0
SUN_PRAIRIE_23_R4,White-tailed deer,240,0
SUN_PRAIRIE_23_R4,American bison,241,0
SUN_PRAIRIE_23_R4,Coyote,241,0
SUN_PRAIRIE_23_R4,Mule deer,241,0
SUN_PRAIRIE_23_R4,Pronghorn,241,0
SUN_PRAIRIE_23_R4,White-tailed deer,241,0
SUN_PRAIRIE_23_R4,American bison,242,0
SUN_PRAIRIE_23_R4,Coyote,242,0
SUN_PRAIRIE_23_R4,Mule deer,242,0
SUN_PRAIRIE_23_R4,Pronghorn,242,0
SUN_PRAIRIE_23_R4,White-tailed deer,242,0
SUN_PRAIRIE_23_R4,American bison,243,0
SUN_PRAIRIE_23_R4,Coyote,243,0
SUN_PRAIRIE_23_R4,Mule deer,243,0
SUN_PRAIRIE_23_R4,Pronghorn,243,0
SUN_PRAIRIE_23_R4,White-tailed deer,243,0
SUN_PRAIRIE_23_R4,American bison,244,0
SUN_PRAIRIE_23_R4,Coyote,244,0
SUN_PRAIRIE_23_R4,Mule deer,244,0
SUN_PRAIRIE_23_R4,Pronghorn,244,0
SUN_PRAIRIE_23_R4,White-tailed deer,244,0
SUN_PRAIRIE_23_R4,American bison,245,0
SUN_PRAIRIE_23_R4,Coyote,245,0
SUN_PRAIRIE_23_R4,Mule deer,245,0
SUN_PRAIRIE_23_R4,Pronghorn,245,0
SUN_PRAIRIE_23_R4,White-tailed deer,245,0
SUN_PRAIRIE_23_R4,American bison,246,0
SUN_PRAIRIE_23_R4,Coyote,246,0
SUN_PRAIRIE_23_R4,Mule deer,246,0
SUN_PRAIRIE_23_R4,Pronghorn,246,0
SUN_PRAIRIE_23_R4,White-tailed deer,246,0
SUN_PRAIRIE_23_R4,American bison,247,0
SUN_PRAIRIE_23_R4,Coyote,247,0
SUN_PRAIRIE_23_R4,Mule deer,247,0
SUN_PRAIRIE_23_R4,Pronghorn,247,0
SUN_PRAIRIE_23_R4,White-tailed deer,247,0
SUN_PRAIRIE_23_R4,American bison,248,0
SUN_PRAIRIE_23_R4,Coyote,248,0
SUN_PRAIRIE_23_R4,Mule deer,248,0
SUN_PRAIRIE_23_R4,Pronghorn,248,0
SUN_PRAIRIE_23_R4,White-tailed deer,248,0
SUN_PRAIRIE_23_R4,American bison,249,0
SUN_PRAIRIE_23_R4,Coyote,249,0
SUN_PRAIRIE_23_R4,Mule deer,249,0
SUN_PRAIRIE_23_R4,Pronghorn,249,0
SUN_PRAIRIE_23_R4,White-tailed deer,249,0
SUN_PRAIRIE_23_R4,American bison,250,0
SUN_PRAIRIE_23_R4,Coyote,250,0
SUN_PRAIRIE_23_R4,Mule deer,250,0
SUN_PRAIRIE_23_R4,Pronghorn,250,0
SUN_PRAIRIE_23_R4,White-tailed deer,250,0
SUN_PRAIRIE_23_R4,American bison,251,0
SUN_PRAIRIE_23_R4,Coyote,251,0
SUN_PRAIRIE_23_R4,Mule deer,251,0
SUN_PRAIRIE_23_R4,Pronghorn,251,0
SUN_PRAIRIE_23_R4,White-tailed deer,251,0
SUN_PRAIRIE_23_R4,American bison,252,0
SUN_PRAIRIE_23_R4,Coyote,252,0
SUN_PRAIRIE_23_R4,Mule deer,252,0
SUN_PRAIRIE_23_R4,Pronghorn,252,0
SUN_PRAIRIE_23_R4,White-tailed deer,252,0
SUN_PRAIRIE_23_R4,American bison,253,0
SUN_PRAIRIE_23_R4,Coyote,253,0
SUN_PRAIRIE_23_R4,Mule deer,253,0
SUN_PRAIRIE_23_R4,Pronghorn,253,0
SUN_PRAIRIE_23_R4,White-tailed deer,253,0
SUN_PRAIRIE_23_R4,American bison,254,0
SUN_PRAIRIE_23_R4,Coyote,254,0
SUN_PRAIRIE_23_R4,Mule deer,254,0
SUN_PRAIRIE_23_R4,Pronghorn,254,0
SUN_PRAIRIE_23_R4,White-tailed deer,254,0
SUN_PRAIRIE_23_R4,American bison,255,0
SUN_PRAIRIE_23_R4,Coyote,255,0
SUN_PRAIRIE_23_R4,Mule deer,255,0
SUN_PRAIRIE_23_R4,Pronghorn,255,0
SUN_PRAIRIE_23_R4,White-tailed deer,255,0
SUN_PRAIRIE_23_R4,American bison,256,0
SUN_PRAIRIE_23_R4,Coyote,256,0
SUN_PRAIRIE_23_R4,Mule deer,256,0
SUN_PRAIRIE_23_R4,Pronghorn,256,0
SUN_PRAIRIE_23_R4,White-tailed deer,256,0
SUN_PRAIRIE_23_R4,American bison,257,0
SUN_PRAIRIE_23_R4,Coyote,257,0
SUN_PRAIRIE_23_R4,Mule deer,257,0
SUN_PRAIRIE_23_R4,Pronghorn,257,0
SUN_PRAIRIE_23_R4,White-tailed deer,257,0
SUN_PRAIRIE_23_R4,American bison,258,0
SUN_PRAIRIE_23_R4,Coyote,258,0
SUN_PRAIRIE_23_R4,Mule deer,258,0
SUN_PRAIRIE_23_R4,Pronghorn,258,0
SUN_PRAIRIE_23_R4,White-tailed deer,258,0
SUN_PRAIRIE_23_R4,American bison,259,0
SUN_PRAIRIE_23_R4,Coyote,259,0
SUN_PRAIRIE_23_R4,Mule deer,259,0
SUN_PRAIRIE_23_R4,Pronghorn,259,0
SUN_PRAIRIE_23_R4,White-tailed deer,259,0
SUN_PRAIRIE_23_R4,American bison,260,0
SUN_PRAIRIE_23_R4,Coyote,260,0
SUN_PRAIRIE_23_R4,Mule deer,260,0
SUN_PRAIRIE_23_R4,Pronghorn,260,0
SUN_PRAIRIE_23_R4,White-tailed deer,260,0
SUN_PRAIRIE_23_R4,American bison,261,0
SUN_PRAIRIE_23_R4,Coyote,261,0
SUN_PRAIRIE_23_R4,Mule deer,261,0
SUN_PRAIRIE_23_R4,Pronghorn,261,0
SUN_PRAIRIE_23_R4,White-tailed deer,261,0
SUN_PRAIRIE_23_R4,American bison,262,0
SUN_PRAIRIE_23_R4,Coyote,262,0
SUN_PRAIRIE_23_R4,Mule deer,262,0
SUN_PRAIRIE_23_R4,Pronghorn,262,0
SUN_PRAIRIE_23_R4,White-tailed deer,262,0
SUN_PRAIRIE_23_R4,American bison,263,0
SUN_PRAIRIE_23_R4,Coyote,263,0
SUN_PRAIRIE_23_R4,Mule deer,263,0
SUN_PRAIRIE_23_R4,Pronghorn,263,0
SUN_PRAIRIE_23_R4,White-tailed deer,263,0
SUN_PRAIRIE_23_R4,American bison,264,0
SUN_PRAIRIE_23_R4,Coyote,264,0
SUN_PRAIRIE_23_R4,Mule deer,264,0
SUN_PRAIRIE_23_R4,Pronghorn,264,0
SUN_PRAIRIE_23_R4,White-tailed deer,264,0
SUN_PRAIRIE_23_R4,American bison,265,0
SUN_PRAIRIE_23_R4,Coyote,265,0
SUN_PRAIRIE_23_R4,Mule deer,265,0
SUN_PRAIRIE_23_R4,Pronghorn,265,0
SUN_PRAIRIE_23_R4,White-tailed deer,265,0
SUN_PRAIRIE_23_R5,American bison,265,0
SUN_PRAIRIE_23_R5,Coyote,265,0
SUN_PRAIRIE_23_R5,Mule deer,265,0
SUN_PRAIRIE_23_R5,Pronghorn,265,0
SUN_PRAIRIE_23_R5,White-tailed deer,265,0
SUN_PRAIRIE_23_R5,American bison,266,0
SUN_PRAIRIE_23_R5,Coyote,266,0
SUN_PRAIRIE_23_R5,Mule deer,266,0
SUN_PRAIRIE_23_R5,Pronghorn,266,0
SUN_PRAIRIE_23_R5,White-tailed deer,266,0
SUN_PRAIRIE_23_R5,American bison,267,0
SUN_PRAIRIE_23_R5,Coyote,267,0
SUN_PRAIRIE_23_R5,Mule deer,267,0
SUN_PRAIRIE_23_R5,Pronghorn,267,0
SUN_PRAIRIE_23_R5,White-tailed deer,267,0
SUN_PRAIRIE_23_R5,American bison,268,0
SUN_PRAIRIE_23_R5,Coyote,268,0
SUN_PRAIRIE_23_R5,Mule deer,268,0
SUN_PRAIRIE_23_R5,Pronghorn,268,0
SUN_PRAIRIE_23_R5,White-tailed deer,268,0
SUN_PRAIRIE_23_R5,American bison,269,0
SUN_PRAIRIE_23_R5,Coyote,269,0
SUN_PRAIRIE_23_R5,Mule deer,269,0
SUN_PRAIRIE_23_R5,Pronghorn,269,0
SUN_PRAIRIE_23_R5,White-tailed deer,269,0
SUN_PRAIRIE_23_R5,American bison,270,0
SUN_PRAIRIE_23_R5,Coyote,270,0
SUN_PRAIRIE_23_R5,Mule deer,270,0
SUN_PRAIRIE_23_R5,Pronghorn,270,0
SUN_PRAIRIE_23_R5,White-tailed deer,270,0
SUN_PRAIRIE_23_R5,American bison,271,0
SUN_PRAIRIE_23_R5,Coyote,271,0
SUN_PRAIRIE_23_R5,Mule deer,271,0
SUN_PRAIRIE_23_R5,Pronghorn,271,0
SUN_PRAIRIE_23_R5,White-tailed deer,271,0
SUN_PRAIRIE_23_R5,American bison,272,0
SUN_PRAIRIE_23_R5,Coyote,272,0
SUN_PRAIRIE_23_R5,Mule deer,272,0
SUN_PRAIRIE_23_R5,Pronghorn,272,0
SUN_PRAIRIE_23_R5,White-tailed deer,272,0
SUN_PRAIRIE_23_R5,American bison,273,0
SUN_PRAIRIE_23_R5,Coyote,273,0
SUN_PRAIRIE_23_R5,Mule deer,273,0
SUN_PRAIRIE_23_R5,Pronghorn,273,0
SUN_PRAIRIE_23_R5,White-tailed deer,273,0
SUN_PRAIRIE_23_R5,American bison,274,0
SUN_PRAIRIE_23_R5,Coyote,274,0
SUN_PRAIRIE_23_R5,Mule deer,274,0
SUN_PRAIRIE_23_R5,Pronghorn,274,0
SUN_PRAIRIE_23_R5,White-tailed deer,274,0
SUN_PRAIRIE_23_R5,American bison,275,0
SUN_PRAIRIE_23_R5,Coyote,275,0
SUN_PRAIRIE_23_R5,Mule deer,275,0
SUN_PRAIRIE_23_R5,Pronghorn,275,0
SUN_PRAIRIE_23_R5,White-tailed deer,275,0
SUN_PRAIRIE_23_R5,American bison,276,0
SUN_PRAIRIE_23_R5,Coyote,276,0
SUN_PRAIRIE_23_R5,Mule deer,276,0
SUN_PRAIRIE_23_R5,Pronghorn,276,0
SUN_PRAIRIE_23_R5,White-tailed deer,276,0
SUN_PRAIRIE_23_R5,American bison,277,0
SUN_PRAIRIE_23_R5,Coyote,277,0
SUN_PRAIRIE_23_R5,Mule deer,277,0
SUN_PRAIRIE_23_R5,Pronghorn,277,0
SUN_PRAIRIE_23_R5,White-tailed deer,277,0
SUN_PRAIRIE_23_R5,American bison,278,0
SUN_PRAIRIE_23_R5,Coyote,278,0
SUN_PRAIRIE_23_R5,Mule deer,278,0
SUN_PRAIRIE_23_R5,Pronghorn,278,0
SUN_PRAIRIE_23_R5,White-tailed deer,278,0
SUN_PRAIRIE_23_R5,American bison,279,0
SUN_PRAIRIE_23_R5,Coyote,279,0
SUN_PRAIRIE_23_R5,Mule deer,279,0
SUN_PRAIRIE_23_R5,Pronghorn,279,0
SUN_PRAIRIE_23_R5,White-tailed deer,279,0
SUN_PRAIRIE_23_R5,American bison,280,0
SUN_PRAIRIE_23_R5,Coyote,280,0
SUN_PRAIRIE_23_R5,Mule deer,280,0
SUN_PRAIRIE_23_R5,Pronghorn,280,0
SUN_PRAIRIE_23_R5,White-tailed deer,280,0
SUN_PRAIRIE_23_R5,American bison,281,0
SUN_PRAIRIE_23_R5,Coyote,281,0
SUN_PRAIRIE_23_R5,Mule deer,281,0
SUN_PRAIRIE_23_R5,Pronghorn,281,0
SUN_PRAIRIE_23_R5,White-tailed deer,281,0
SUN_PRAIRIE_23_R5,American bison,282,0
SUN_PRAIRIE_23_R5,Coyote,282,0
SUN_PRAIRIE_23_R5,Mule deer,282,0
SUN_PRAIRIE_23_R5,Pronghorn,282,0
SUN_PRAIRIE_23_R5,White-tailed deer,282,0
SUN_PRAIRIE_23_R5,American bison,283,0
SUN_PRAIRIE_23_R5,Coyote,283,0
SUN_PRAIRIE_23_R5,Mule deer,283,0
SUN_PRAIRIE_23_R5,Pronghorn,283,0
SUN_PRAIRIE_23_R5,White-tailed deer,283,0
SUN_PRAIRIE_23_R5,American bison,284,0
SUN_PRAIRIE_23_R5,Coyote,284,0
SUN_PRAIRIE_23_R5,Mule deer,284,0
SUN_PRAIRIE_23_R5,Pronghorn,284,0
SUN_PRAIRIE_23_R5,White-tailed deer,284,0
SUN_PRAIRIE_23_R5,American bison,285,0
SUN_PRAIRIE_23_R5,Coyote,285,0
SUN_PRAIRIE_23_R5,Mule deer,285,0
SUN_PRAIRIE_23_R5,Pronghorn,285,0
SUN_PRAIRIE_23_R5,White-tailed deer,285,0
SUN_PRAIRIE_24_R1,American bison,143,0
SUN_PRAIRIE_24_R1,Coyote,143,0
SUN_PRAIRIE_24_R1,Mule deer,143,0
SUN_PRAIRIE_24_R1,Pronghorn,143,0
SUN_PRAIRIE_24_R1,White-tailed deer,143,0
SUN_PRAIRIE_24_R1,American bison,144,0
SUN_PRAIRIE_24_R1,Coyote,144,0
SUN_PRAIRIE_24_R1,Mule deer,144,0
SUN_PRAIRIE_24_R1,Pronghorn,144,0
SUN_PRAIRIE_24_R1,White-tailed deer,144,0
SUN_PRAIRIE_24_R1,American bison,145,0
SUN_PRAIRIE_24_R1,Coyote,145,0
SUN_PRAIRIE_24_R1,Mule deer,145,10
SUN_PRAIRIE_24_R1,Pronghorn,145,0
SUN_PRAIRIE_24_R1,White-tailed deer,145,0
SUN_PRAIRIE_24_R1,American bison,146,0
SUN_PRAIRIE_24_R1,Coyote,146,0
SUN_PRAIRIE_24_R1,Mule deer,146,166
SUN_PRAIRIE_24_R1,Pronghorn,146,0
SUN_PRAIRIE_24_R1,White-tailed deer,146,0
SUN_PRAIRIE_24_R1,American bison,147,0
SUN_PRAIRIE_24_R1,Coyote,147,0
SUN_PRAIRIE_24_R1,Mule deer,147,0
SUN_PRAIRIE_24_R1,Pronghorn,147,0
SUN_PRAIRIE_24_R1,White-tailed deer,147,0
SUN_PRAIRIE_24_R1,American bison,148,0
SUN_PRAIRIE_24_R1,Coyote,148,0
SUN_PRAIRIE_24_R1,Mule deer,148,0
SUN_PRAIRIE_24_R1,Pronghorn,148,0
SUN_PRAIRIE_24_R1,White-tailed deer,148,0
SUN_PRAIRIE_24_R1,American bison,149,0
SUN_PRAIRIE_24_R1,Coyote,149,0
SUN_PRAIRIE_24_R1,Mule deer,149,0
SUN_PRAIRIE_24_R1,Pronghorn,149,0
SUN_PRAIRIE_24_R1,White-tailed deer,149,0
SUN_PRAIRIE_24_R1,American bison,150,0
SUN_PRAIRIE_24_R1,Coyote,150,0
SUN_PRAIRIE_24_R1,Mule deer,150,70
SUN_PRAIRIE_24_R1,Pronghorn,150,0
SUN_PRAIRIE_24_R1,White-tailed deer,150,0
SUN_PRAIRIE_24_R1,American bison,151,0
SUN_PRAIRIE_24_R1,Coyote,151,0
SUN_PRAIRIE_24_R1,Mule deer,151,0
SUN_PRAIRIE_24_R1,Pronghorn,151,0
SUN_PRAIRIE_24_R1,White-tailed deer,151,0
SUN_PRAIRIE_24_R1,American bison,152,0
SUN_PRAIRIE_24_R1,Coyote,152,0
SUN_PRAIRIE_24_R1,Mule deer,152,0
SUN_PRAIRIE_24_R1,Pronghorn,152,0
SUN_PRAIRIE_24_R1,White-tailed deer,152,0
SUN_PRAIRIE_24_R1,American bison,153,0
SUN_PRAIRIE_24_R1,Coyote,153,0
SUN_PRAIRIE_24_R1,Mule deer,153,0
SUN_PRAIRIE_24_R1,Pronghorn,153,0
SUN_PRAIRIE_24_R1,White-tailed deer,153,0
SUN_PRAIRIE_24_R1,American bison,154,0
SUN_PRAIRIE_24_R1,Coyote,154,0
SUN_PRAIRIE_24_R1,Mule deer,154,0
SUN_PRAIRIE_24_R1,Pronghorn,154,0
SUN_PRAIRIE_24_R1,White-tailed deer,154,0
SUN_PRAIRIE_24_R1,American bison,155,0
SUN_PRAIRIE_24_R1,Coyote,155,0
SUN_PRAIRIE_24_R1,Mule deer,155,0
SUN_PRAIRIE_24_R1,Pronghorn,155,0
SUN_PRAIRIE_24_R1,White-tailed deer,155,0
SUN_PRAIRIE_24_R1,American bison,156,0
SUN_PRAIRIE_24_R1,Coyote,156,0
SUN_PRAIRIE_24_R1,Mule deer,156,0
SUN_PRAIRIE_24_R1,Pronghorn,156,0
SUN_PRAIRIE_24_R1,White-tailed deer,156,0
SUN_PRAIRIE_24_R1,American bison,157,0
SUN_PRAIRIE_24_R1,Coyote,157,0
SUN_PRAIRIE_24_R1,Mule deer,157,0
SUN_PRAIRIE_24_R1,Pronghorn,157,0
SUN_PRAIRIE_24_R1,White-tailed deer,157,0
SUN_PRAIRIE_24_R1,American bison,158,125
SUN_PRAIRIE_24_R1,Coyote,158,0
SUN_PRAIRIE_24_R1,Mule deer,158,0
SUN_PRAIRIE_24_R1,Pronghorn,158,0
SUN_PRAIRIE_24_R1,White-tailed deer,158,0
SUN_PRAIRIE_24_R1,American bison,159,0
SUN_PRAIRIE_24_R1,Coyote,159,0
SUN_PRAIRIE_24_R1,Mule deer,159,0
SUN_PRAIRIE_24_R1,Pronghorn,159,0
SUN_PRAIRIE_24_R1,White-tailed deer,159,0
SUN_PRAIRIE_24_R1,American bison,160,0
SUN_PRAIRIE_24_R1,Coyote,160,0
SUN_PRAIRIE_24_R1,Mule deer,160,0
SUN_PRAIRIE_24_R1,Pronghorn,160,0
SUN_PRAIRIE_24_R1,White-tailed deer,160,0
SUN_PRAIRIE_24_R1,American bison,161,0
SUN_PRAIRIE_24_R1,Coyote,161,0
SUN_PRAIRIE_24_R1,Mule deer,161,0
SUN_PRAIRIE_24_R1,Pronghorn,161,0
SUN_PRAIRIE_24_R1,White-tailed deer,161,0
SUN_PRAIRIE_24_R1,American bison,162,0
SUN_PRAIRIE_24_R1,Coyote,162,0
SUN_PRAIRIE_24_R1,Mule deer,162,0
SUN_PRAIRIE_24_R1,Pronghorn,162,0
SUN_PRAIRIE_24_R1,White-tailed deer,162,0
SUN_PRAIRIE_24_R1,American bison,163,0
SUN_PRAIRIE_24_R1,Coyote,163,0
SUN_PRAIRIE_24_R1,Mule deer,163,0
SUN_PRAIRIE_24_R1,Pronghorn,163,0
SUN_PRAIRIE_24_R1,White-tailed deer,163,0
SUN_PRAIRIE_24_R1,American bison,164,0
SUN_PRAIRIE_24_R1,Coyote,164,0
SUN_PRAIRIE_24_R1,Mule deer,164,0
SUN_PRAIRIE_24_R1,Pronghorn,164,0
SUN_PRAIRIE_24_R1,White-tailed deer,164,0
SUN_PRAIRIE_24_R1,American bison,165,0
SUN_PRAIRIE_24_R1,Coyote,165,0
SUN_PRAIRIE_24_R1,Mule deer,165,0
SUN_PRAIRIE_24_R1,Pronghorn,165,0
SUN_PRAIRIE_24_R1,White-tailed deer,165,0
SUN_PRAIRIE_24_R1,American bison,166,0
SUN_PRAIRIE_24_R1,Coyote,166,0
SUN_PRAIRIE_24_R1,Mule deer,166,0
SUN_PRAIRIE_24_R1,Pronghorn,166,0
SUN_PRAIRIE_24_R1,White-tailed deer,166,0
SUN_PRAIRIE_24_R1,American bison,167,0
SUN_PRAIRIE_24_R1,Coyote,167,0
SUN_PRAIRIE_24_R1,Mule deer,167,0
SUN_PRAIRIE_24_R1,Pronghorn,167,0
SUN_PRAIRIE_24_R1,White-tailed deer,167,0
SUN_PRAIRIE_24_R1,American bison,168,0
SUN_PRAIRIE_24_R1,Coyote,168,0
SUN_PRAIRIE_24_R1,Mule deer,168,0
SUN_PRAIRIE_24_R1,Pronghorn,168,0
SUN_PRAIRIE_24_R1,White-tailed deer,168,0
SUN_PRAIRIE_24_R1,American bison,169,0
SUN_PRAIRIE_24_R1,Coyote,169,0
SUN_PRAIRIE_24_R1,Mule deer,169,0
SUN_PRAIRIE_24_R1,Pronghorn,169,0
SUN_PRAIRIE_24_R1,White-tailed deer,169,0
SUN_PRAIRIE_24_R2,American bison,169,0
SUN_PRAIRIE_24_R2,Coyote,169,0
SUN_PRAIRIE_24_R2,Mule deer,169,0
SUN_PRAIRIE_24_R2,Pronghorn,169,0
SUN_PRAIRIE_24_R2,White-tailed deer,169,0
SUN_PRAIRIE_24_R2,American bison,170,0
SUN_PRAIRIE_24_R2,Coyote,170,0
SUN_PRAIRIE_24_R2,Mule deer,170,0
SUN_PRAIRIE_24_R2,Pronghorn,170,0
SUN_PRAIRIE_24_R2,White-tailed deer,170,0
SUN_PRAIRIE_24_R2,American bison,171,0
SUN_PRAIRIE_24_R2,Coyote,171,0
SUN_PRAIRIE_24_R2,Mule deer,171,0
SUN_PRAIRIE_24_R2,Pronghorn,171,0
SUN_PRAIRIE_24_R2,White-tailed deer,171,0
SUN_PRAIRIE_24_R2,American bison,172,0
SUN_PRAIRIE_24_R2,Coyote,172,0
SUN_PRAIRIE_24_R2,Mule deer,172,0
SUN_PRAIRIE_24_R2,Pronghorn,172,0
SUN_PRAIRIE_24_R2,White-tailed deer,172,0
SUN_PRAIRIE_24_R2,American bison,173,0
SUN_PRAIRIE_24_R2,Coyote,173,0
SUN_PRAIRIE_24_R2,Mule deer,173,0
